Time,M1:EncoderPosition,M2:EncoderPosition,M3:EncoderPosition,M4:EncoderPosition,M1:EncoderVelocity,M2:EncoderVelocity,M3:EncoderVelocity,M4:EncoderVelocity
3.01,116326,-47354.25,142140,-449687.2,1052,-382,-580,1166
3.011,117366,-47728,141566.2,-448542.8,1036,-370,-572,1134
3.012,118400,-48085.25,140995.8,-447430.5,1030,-354,-574,1096
3.013,119419.8,-48431,140423.2,-446346.5,1010,-346,-572,1072
3.014,120418,-48765.5,139847.5,-445288.2,992,-324,-578,1052
3.015,121396.8,-49082,139272,-444249.5,970,-302,-574,1032
3.016,122353.8,-49374.25,138700.8,-443225.8,950,-282,-568,1018
3.017,123295.8,-49653,138134.8,-442213.8,942,-274,-562,1006
3.018,124234.8,-49923.5,137572,-441207.5,934,-266,-564,1004
3.019,125159.5,-50184,137006.8,-440211.5,912,-254,-564,988
3.02,126062,-50429,136441,-439236.2,896,-238,-564,966
3.021,126949.2,-50660.25,135873.2,-438284.2,880,-228,-572,942
3.022,127826.5,-50882.75,135301.2,-437363.5,872,-216,-572,898
3.023,128698.8,-51094.75,134724.8,-436479.8,876,-208,-582,862
3.024,129570.5,-51295,134143.8,-435633.2,874,-200,-582,832
3.025,130435.5,-51487.75,133560.2,-434817,860,-190,-582,802
3.026,131284.8,-51674,132981.8,-434021.5,842,-186,-572,790
3.027,132119,-51848.25,132418.2,-433239.5,832,-168,-554,778
3.028,132954,-52011.5,131873,-432466,840,-156,-542,772
3.029,133790.8,-52164,131331,-431701,834,-146,-542,762
3.03,134613.5,-52308,130778.2,-430948.5,818,-142,-556,748
3.031,135426.5,-52442.25,130215.8,-430217.2,808,-134,-564,716
3.032,136236,-52568.5,129654.5,-429518,808,-128,-556,682
3.033,137042.2,-52688.5,129101.2,-428856,804,-120,-552,646
3.034,137844.5,-52802.5,128541.2,-428221.5,806,-110,-568,620
3.035,138644.2,-52910.5,127965.2,-427609.8,798,-106,-584,600
3.036,139436.5,-53009.5,127377.8,-427015,786,-98,-588,588
3.037,140216.2,-53096.75,126787.8,-426431.5,780,-82,-592,578
3.038,140993,-53172.5,126195.8,-425859.8,774,-74,-594,564
3.039,141772.5,-53243.5,125586.5,-425310.5,780,-72,-614,534
3.04,142549,-53314,124964.8,-424793.5,772,-68,-624,500
3.041,143316.5,-53382,124346.5,-424314,762,-64,-618,468
3.042,144078,-53442.25,123720.2,-423855.2,762,-54,-638,450
3.043,144839.5,-53490.75,123073.5,-423406.2,764,-44,-654,442
3.044,145602,-53529,122424,-422963.5,758,-36,-646,436
3.045,146363,-53560.25,121781.8,-422531.5,756,-28,-642,426
3.046,147116.5,-53584.5,121129.5,-422116.2,750,-24,-656,408
3.047,147862.2,-53602.75,120466.5,-421726,740,-16,-662,376
3.048,148604.2,-53611.25,119805.2,-421367.8,740,0,-662,340
3.049,149348,-53577.25,119138,-421040,752,62,-674,316
3.05,150093,-53518.25,118462.5,-420736.8,748,54,-676,292
3.051,150839,-53486.75,117786,-420451,746,20,-680,278
3.052,151580.8,-53466,117109,-420190.5,738,28,-674,248
3.053,152318,-53415.5,116429,-419963,730,68,-680,212
3.054,153056.8,-53337.5,115743.8,-419760.5,744,76,-696,190
3.055,153794.5,-53253.75,115045,-419578.2,736,90,-702,172
3.056,154523.2,-53169.25,114340.2,-419411.5,722,86,-698,156
3.057,155235.5,-53074.25,113639,-419263,712,98,-698,140
3.058,155935.8,-52972.25,112929.8,-419127.8,704,106,-714,126
3.059,156636.2,-52869.5,112209.5,-419010.2,706,106,-722,104
3.06,157330.5,-52765.5,111491,-418912.2,684,106,-716,92
3.061,158009.5,-52652,110772.5,-418823.5,670,120,-726,86
3.062,158677.5,-52527.25,110039.5,-418740,666,126,-740,80
3.063,159347.8,-52400.75,109297.5,-418665.2,666,124,-742,70
3.064,160016,-52276.5,108560,-418604.2,662,122,-734,58
3.065,160678.5,-52151,107835.2,-418558,664,124,-722,36
3.066,161337.5,-52018,107111.2,-418534.8,662,134,-726,12
3.067,161996,-51873.5,106375.5,-418534.8,656,154,-740,-6
3.068,162651.5,-51718.25,105638.2,-418546,656,162,-730,-14
3.069,163301.5,-51554.5,104909.5,-418562.8,654,170,-728,-18
3.07,163954.5,-51387.5,104185.5,-418578.5,656,170,-722,-14
3.071,164612.2,-51217.5,103465,-418588.5,656,168,-720,-6
3.072,165265.2,-51042,102741.5,-418587,644,182,-724,6
3.073,165910.2,-50863.75,102019,-418580.8,642,176,-722,6
3.074,166556,-50681,101300.5,-418576.5,650,184,-716,4
3.075,167205.5,-50492.25,100583.5,-418575.5,654,194,-714,0
3.076,167853.8,-50298,99871.25,-418582,640,198,-704,-14
3.077,168494.5,-50102,99171.25,-418608,630,196,-688,-34
3.078,169127.2,-49904.75,98480.75,-418640.2,630,198,-690,-32
3.079,169758,-49696.75,97793.75,-418666.5,634,218,-686,-22
3.08,170390,-49470,97104.25,-418679.8,632,236,-692,-6
3.081,171020.2,-49222,96421.75,-418682,626,254,-676,2
3.082,171641.8,-48965.25,95756.5,-418675.5,618,258,-662,8
3.083,172255.2,-48710,95113.25,-418665,620,254,-638,10
3.084,172869.2,-48456,94485,-418662,620,256,-626,-2
3.085,173484.2,-48193.25,93867.25,-418666.2,610,268,-612,-8
3.086,174092.5,-47912,93262,-418676.8,600,292,-600,-14
3.087,174690.2,-47608.75,92671.25,-418690.8,598,308,-582,-16
3.088,175280.2,-47286,92092.75,-418702.8,590,322,-576,-8
3.089,175870,-46950.75,91516.75,-418705.8,590,340,-580,0
3.09,176458.2,-46608.25,90929.75,-418702.5,586,348,-592,6
3.091,177045.8,-46254.25,90346.5,-418697,588,358,-572,8
3.092,177632.8,-45880.75,89795.5,-418691.2,592,382,-534,4
3.093,178220.5,-45477.25,89277.5,-418692,586,420,-510,-4
3.094,178811.8,-45047.25,88771.75,-418697.5,592,438,-506,-8
3.095,179401,-44605.75,88276,-418700.5,588,440,-484,0
3.096,179990.2,-44173.25,87812,-418698,592,424,-444,4
3.097,180586,-43740.5,87378.25,-418694.5,598,448,-422,4
3.098,181185.5,-43273.5,86964.75,-418691.2,600,486,-408,2
3.099,181780.5,-42766.5,86569.5,-418690.5,592,516,-386,-2
3.1,182371.5,-42243.25,86203,-418693.2,590,528,-352,0
3.101,182958.8,-41708.5,85868,-418692,590,546,-326,2
3.102,183547,-41145.75,85553,-418689.2,588,574,-310,2
3.103,184130.2,-40558,85256.5,-418686.8,578,596,-286,2
3.104,184700.8,-39951.25,84984,-418683.8,564,612,-264,4
3.105,185261.5,-39319.5,84734.5,-418679.5,562,642,-244,6
3.106,185818,-38659.75,84500.5,-418673.8,558,674,-228,4
3.107,186365.8,-37976.75,84279.75,-418674.8,540,688,-212,-4
3.108,186897.2,-37283,84076,-418674.8,522,704,-198,6
3.109,187411.2,-36569.75,83892,-418668.2,506,728,-176,8
3.11,187910.5,-35835.5,83726.5,-418664,496,740,-162,2
3.111,188406.2,-35088.5,83578.5,-418667.2,496,754,-138,-4
3.112,188895.8,-34319.5,83446,-418666.5,486,784,-130,4
3.113,189367.5,-33515.25,83333,-418660.2,466,822,-100,8
3.114,189822.2,-32682.75,83239,-418654.2,450,840,-86,2
3.115,190268.8,-31828,83163.75,-418655.5,450,866,-68,-6
3.116,190712.8,-30949,83105.25,-418658.2,444,890,-48,0
3.117,191156.2,-30053.25,83064.5,-418655.8,442,902,-34,2
3.118,191588.8,-29147.75,83044.25,-418652.8,428,916,-12,2
3.119,192010.8,-28219.5,83040,-418650.5,418,944,2,2
3.12,192432.2,-27256.5,83048.75,-418648.8,422,978,12,2
3.121,192853,-26266.75,83077.5,-418648.2,418,1000,52,0
3.122,193269.2,-25257,83157.75,-418648.8,414,1016,92,-2
3.123,193678.5,-24233.5,83242.25,-418649.5,404,1030,68,0
3.124,194085.8,-23201.75,83299.25,-418649.8,406,1032,52,0
3.125,194494.8,-22160.5,83362.25,-418649.5,414,1052,78,0
3.126,194910.2,-21093.5,83458.25,-418650.5,422,1082,114,-4
3.127,195322.5,-20005.75,83578.25,-418652.8,408,1096,128,-2
3.128,195721.2,-18913.5,83703.25,-418655.5,390,1092,124,-2
3.129,196113.2,-17828.5,83820.75,-418657.8,388,1084,110,0
3.13,196513,-16755.25,83930.75,-418659.2,410,1070,108,-2
3.131,196921.8,-15687.5,84033.25,-418660,412,1064,102,-2
3.132,197327.2,-14616.25,84132.5,-418661.5,398,1072,100,-2
3.133,197724.8,-13536.25,84238.25,-418663,398,1086,106,-2
3.134,198120,-12446.75,84359.5,-418664,392,1094,130,0
3.135,198524.2,-11348.25,84500.5,-418664.2,410,1098,146,0
3.136,198933,-10247.5,84657.75,-418664,406,1100,156,0
3.137,199340.5,-9147.75,84814.75,-418664.5,402,1100,152,0
3.138,199745,-8045.5,84962,-418665.8,406,1100,146,-2
3.139,200148.2,-6942.25,85105.75,-418667.2,400,1100,140,0
3.14,200552.5,-5852.5,85251.5,-418667.8,400,1076,150,0
3.141,200957.2,-4787.75,85383.25,-418668.2,404,1054,122,0
3.142,201358.8,-3739,85491.5,-418665.2,394,1038,100,6
3.143,201754.5,-2708.5,85586.25,-418660.8,396,1022,90,2
3.144,202136.2,-1698.75,85673,-418659.5,376,1000,76,0
3.145,202490,-712.5,85740,-418660,338,972,54,0
3.146,202802.2,254,85783.75,-418659.8,300,958,38,0
3.147,203095.8,1200,85811.25,-418658.8,300,936,24,0
3.148,203407.5,2124.25,85827.25,-418658,320,912,12,2
3.149,203730,3039,85831.5,-418657.8,316,912,0,0
3.15,204029.8,3938.75,85824.5,-418658,288,892,-18,0
3.151,204313.5,4818.5,85780,-418657.8,284,872,-62,0
3.152,204606.5,5685,85731.25,-418657.2,300,864,-34,0
3.153,204907.5,6547.25,85707.75,-418656.8,298,862,-20,2
3.154,205203.5,7400.75,85670.5,-418653.2,288,844,-54,2
3.155,205486.2,8230,85594.5,-418653,276,816,-82,0
3.156,205763.2,9040,85515.5,-418654.2,276,806,-72,0
3.157,206045.2,9842.5,85451,-418650.2,284,802,-66,6
3.158,206327,10633.5,85362,-418649,278,778,-112,-2
3.159,206591.2,11403.25,85240.25,-418652.2,252,760,-128,-4
3.16,206840.8,12151.75,85110.25,-418650.8,250,738,-134,6
3.161,207085.8,12884.25,84973.25,-418644.8,244,726,-146,6
3.162,207328.5,13601,84815.25,-418643.5,240,710,-170,-2
3.163,207552.5,14297.75,84636.25,-418646,216,694,-182,-4
3.164,207758.5,14976,84442.75,-418646.8,198,672,-196,4
3.165,207956,15632.75,84235.5,-418641.5,190,640,-216,4
3.166,208148.2,16266,84012,-418641,184,624,-230,-2
3.167,208330,16889.75,83776.5,-418645.8,176,624,-242,-4
3.168,208496.2,17506.25,83526.75,-418646.2,152,612,-258,2
3.169,208647.5,18103.5,83258.25,-418643.2,144,588,-276,2
3.17,208781.2,18685,82976.5,-418642.2,124,580,-284,-4
3.171,208900.5,19258.25,82684,-418647.8,112,572,-300,-4
3.172,209007.8,19825.25,82378.25,-418648.5,94,564,-312,2
3.173,209107.2,20373.75,82055.25,-418645.2,92,540,-326,4
3.174,209200.5,20902.25,81719,-418641.8,86,522,-342,4
3.175,209287,21418.75,81375.25,-418640,80,514,-346,0
3.176,209363.5,21931.75,81019.25,-418644.5,72,506,-362,-4
3.177,209432.8,22432.75,80648.5,-418645.2,70,494,-374,2
3.178,209504.2,22914,80265.75,-418640.5,80,474,-384,4
3.179,209576.5,23382.75,79874.5,-418636.8,68,462,-394,0
3.18,209638,23845,79471,-418640.5,50,462,-414,-6
3.181,209678.2,24295,79054,-418641.8,34,444,-422,2
3.182,209707.5,24725,78626.75,-418636.5,26,418,-428,6
3.183,209716,25141.75,78189.75,-418634.5,-12,414,-446,-2
3.184,209700.2,25553.25,77738.75,-418638.2,-10,404,-458,-4
3.185,209703.5,25957.5,77282,-418637,10,400,-452,4
3.186,209707.5,26345.25,76825,-418632.2,-4,378,-460,2
3.187,209693,26722.25,76358.5,-418634,-22,376,-474,-4
3.188,209668.8,27094.25,75876.25,-418637,-24,374,-486,2
3.189,209639.8,27470,75390,-418633.2,-28,372,-482,6
3.19,209603.8,27852,74915.5,-418631.2,-38,380,-470,-2
3.191,209562.2,28235,74446.5,-418637,-44,378,-470,-6
3.192,209522,28615.5,73972.75,-418639,-42,376,-472,0
3.193,209483,28990.5,73495.25,-418635.8,-38,372,-476,4
3.194,209443.8,29359.5,73023.25,-418632.5,-36,364,-470,2
3.195,209405.2,29730.5,72557.5,-418632.2,-36,378,-464,-4
3.196,209367.2,30112.25,72093.25,-418636.2,-42,394,-462,-2
3.197,209329.8,30506.5,71631,-418634.8,-42,396,-462,4
3.198,209292.8,30909.25,71174.75,-418630.8,-36,406,-452,4
3.199,209256.2,31311,70723.75,-418630.8,-32,394,-452,-4
3.2,209220.8,31705.75,70272.5,-418634.8,-34,392,-450,-2
3.201,209185.8,32091.25,69823.25,-418632.5,-34,386,-448,4
3.202,209155,32472.75,69379.25,-418629.5,-28,388,-440,0
3.203,209127.2,32863.5,68941.5,-418633.2,-24,404,-432,-4
3.204,209099,33270,68507,-418635.2,-30,412,-436,0
3.205,209068,33687.75,68073.5,-418632.5,-32,416,-432,2
3.206,209037,34101.75,67639.75,-418630,-30,408,-436,2
3.207,209008,34504.75,67205,-418633,-30,396,-434,-6
3.208,208980.5,34899.5,66767,-418635.8,-28,390,-438,0
3.209,208954.2,35296,66327.25,-418633.2,-28,404,-438,4
3.21,208927.5,35701.25,65886.5,-418630,-28,410,-442,2
3.211,208900.5,36119,65441,-418631.2,-26,420,-450,-4
3.212,208874.5,36544,64992.75,-418633.8,-24,426,-446,2
3.213,208849.8,36964.25,64550.5,-418630.8,-24,416,-440,4
3.214,208826.2,37369.25,64110,-418629.2,-24,398,-438,-2
3.215,208803,37762.75,63665.5,-418632.5,-22,394,-446,-2
3.216,208780,38160.5,63217,-418631,-22,402,-450,4
3.217,208759,38577,62770.25,-418627.5,-20,418,-444,2
3.218,208740.8,39006,62330.5,-418631.2,-14,434,-438,-6
3.219,208724.8,39430.5,61889.75,-418633.5,-14,422,-446,2
3.22,208712.5,39842,61442.5,-418630,-10,410,-450,4
3.221,208700,40243,60993.75,-418629.2,-14,400,-448,-2
3.222,208684.8,40648,60548.25,-418634,-16,410,-446,-4
3.223,208669,41068.5,60102.75,-418634,-18,422,-444,2
3.224,208652.5,41500.25,59655.75,-418631.2,-16,434,-446,4
3.225,208639.2,41924.25,59209,-418629.2,-12,422,-448,-2
3.226,208627.8,42335.5,58762.5,-418632.8,-12,412,-448,-2
3.227,208620,42741,58319,-418632,-6,408,-440,4
3.228,208614.8,43155.25,57875.5,-418627.8,-6,416,-440,2
3.229,208606.8,43581.25,57432.25,-418630,-12,432,-442,-6
3.23,208593.2,44010.5,56988.75,-418632.2,-14,426,-446,0
3.231,208579.5,44432,56549,-418628.8,-14,412,-438,2
3.232,208566.8,44845,56112,-418627.5,-10,406,-434,-2
3.233,208559.8,45256.25,55675.25,-418631.5,-4,410,-438,-4
3.234,208558.5,45672,55240.25,-418630,0,418,-434,4
3.235,208557.2,46094.5,54808.25,-418627,-2,420,-432,0
3.236,208553.8,46521.25,54377.5,-418630.8,-6,428,-428,-4
3.237,208548.2,46945.25,53945.25,-418632.2,-6,428,-436,2
3.238,208544.2,47365.75,53513.5,-418628.2,-4,420,-430,4
3.239,208544.2,47783.75,53085.25,-418629,2,414,-428,-4
3.24,208547,48199.25,52660.5,-418633.2,2,416,-424,-2
3.241,208548.2,48617.75,52238.25,-418631.5,2,420,-418,4
3.242,208548.5,49040.75,51815.25,-418627.2,0,418,-422,2
3.243,208549.2,49466.75,51389.5,-418629.8,0,428,-432,-4
3.244,208551,49889,50962,-418633.8,4,426,-426,-2
3.245,208560.2,50305.25,50531.75,-418631.2,14,418,-428,4
3.246,208580.2,50722.5,50104.5,-418629,22,422,-428,0
3.247,208604.2,51143.25,49680,-418633.8,28,422,-422,-6
3.248,208621.5,51569.5,49254.5,-418634.2,14,424,-422,2
3.249,208633.2,51995.25,48827.25,-418630.2,10,426,-432,4
3.25,208642,52416.75,48400.75,-418630.5,8,424,-422,-4
3.251,208651.8,52839,47976.25,-418634,10,424,-420,-2
3.252,208665.8,53267.25,47550.25,-418631.5,18,426,-430,4
3.253,208683.5,53701,47124.75,-418630,18,436,-426,-2
3.254,208702.8,54131.75,46699,-418634.8,18,426,-422,-4
3.255,208719.2,54557.75,46274.25,-418634.5,14,428,-426,4
3.256,208735,54983,45853.75,-418630.2,14,428,-424,2
3.257,208748,55417.75,45433.5,-418631.2,12,442,-424,-4
3.258,208763,55858,45011.5,-418635.8,14,440,-420,-2
3.259,208777,56297.75,44589.5,-418633,14,436,-422,6
3.26,208790.8,56731.5,44168.5,-418629.5,14,434,-418,2
3.261,208805.2,57157.75,43750,-418633.8,14,426,-414,-6
3.262,208819,57585.75,43332,-418635.5,16,430,-416,2
3.263,208834.2,58019.75,42917.75,-418632,14,438,-410,4
3.264,208848.5,58459.5,42503,-418631.8,14,444,-414,-2
3.265,208864.2,58898.75,42085.75,-418637,16,434,-414,-4
3.266,208878,59333.5,41667,-418636.2,14,434,-418,4
3.267,208894.2,59764.25,41249.25,-418632.8,16,428,-416,4
3.268,208909.2,60196,40833.25,-418632.5,14,436,-414,-4
3.269,208925.5,60632,40419.25,-418636.5,16,438,-410,-2
3.27,208941.5,61073.25,40005.25,-418635.5,16,436,-408,2
3.271,208959.5,61520,39593,-418632.2,18,444,-412,4
3.272,208976.2,61966.75,39180.5,-418632.8,16,442,-410,-4
3.273,208994.2,62406.75,38767.75,-418636.2,20,436,-414,0
3.274,209012.2,62844,38357.5,-418634,22,440,-410,4
3.275,209034.8,63285,37949.75,-418630.5,24,446,-406,0
3.276,209061.5,63736,37542.25,-418634,26,456,-406,-6
3.277,209089.8,64194.75,37131,-418635.8,28,458,-410,2
3.278,209116.5,64652.75,36720.25,-418632,28,452,-414,4
3.279,209141.5,65105,36311.75,-418630.5,28,446,-410,-2
3.28,209168,65553.5,35901.5,-418636.2,26,444,-410,-4
3.281,209196.5,66002,35492.5,-418636.5,26,446,-406,4
3.282,209225,66455,35086.25,-418632,26,454,-404,6
3.283,209252.5,66909.25,34681,-418631,26,460,-408,-4
3.284,209277.5,67362.75,34269.5,-418636.2,24,454,-410,-4
3.285,209299.2,67818.25,33853.25,-418636,20,456,-414,4
3.286,209322,68274.25,33447,-418632,22,454,-404,4
3.287,209346.5,68728.5,33045.75,-418631.5,26,456,-404,-4
3.288,209369.2,69180,32638.75,-418636.8,22,450,-406,-4
3.289,209387.2,69631.25,32224.25,-418636.2,14,454,-410,2
3.29,209405,70083.5,31809.75,-418632.5,16,454,-408,4
3.291,209425,70538.5,31402.75,-418630.5,22,454,-408,-2
3.292,209449.5,70994.25,31000.5,-418635.2,22,452,-400,-4
3.293,209475.2,71447.75,30599,-418635.8,24,450,-398,2
3.294,209497.8,71899,30198,-418632,24,454,-400,4
3.295,209518,72349.5,29799,-418630.5,20,456,-398,-2
3.296,209540,72802.25,29399,-418635.8,24,456,-398,-6
3.297,209565.5,73259.25,28998.5,-418635.5,30,456,-398,4
3.298,209593.5,73720.5,28601.5,-418631.5,32,462,-394,4
3.299,209623.5,74181,28210,-418631,32,462,-392,-4
3.3,209654.8,74642.25,27819.75,-418635.8,34,458,-394,-2
3.301,209684.8,75103,27430.5,-418634.2,30,462,-390,2
3.302,209714.2,75564.5,27043,-418630.5,30,460,-384,2
3.303,209743.5,76029.75,26656,-418633,30,468,-382,-4
3.304,209773.8,76494.75,26271.75,-418634.5,30,462,-378,2
3.305,209806.2,76959.25,25888.5,-418630.5,32,466,-380,4
3.306,209838.8,77420.75,25504.5,-418629.5,32,460,-380,-2
3.307,209872,77883.25,25123.5,-418635,32,466,-378,-4
3.308,209903.2,78344.75,24744.5,-418634.8,30,462,-380,2
3.309,209929.8,78805.25,24365.75,-418630.8,22,456,-384,4
3.31,209947.2,79262.25,23986.5,-418631,14,456,-382,-6
3.311,209955.2,79719.25,23609.25,-418635.2,2,460,-376,-2
3.312,209953.5,80178.25,23234.5,-418633.5,-4,460,-370,4
3.313,209947.5,80633,22860.25,-418630,-14,452,-376,2
3.314,209906.5,81079,22487.5,-418632.8,-64,442,-372,-6
3.315,209845.5,81513.75,22116,-418635.2,-56,430,-368,0
3.316,209820.8,81948,21744.5,-418632.5,-2,436,-374,4
3.317,209820,82384,21377,-418629.2,-10,434,-362,0
3.318,209788,82817,21013,-418633.5,-46,428,-364,-6
3.319,209711,83234.75,20647,-418635.8,-94,410,-364,0
3.32,209621.8,83635.5,20281.25,-418632.5,-96,396,-364,4
3.321,209534.2,84034.25,19924.25,-418630.5,-90,400,-356,-2
3.322,209422,84434,19576,-418643.5,-128,390,-350,-18
3.323,209282.2,84820.5,19229.5,-418664.2,-142,376,-344,-22
3.324,209129.8,85184.25,18884.25,-418682,-160,356,-338,-14
3.325,208958.5,85535.25,18553.5,-418693.8,-178,352,-322,-8
3.326,208757.2,85885.25,18248,-418695.5,-212,354,-294,2
3.327,208525.5,86229.75,17961,-418690,-242,342,-284,4
3.328,208265.8,86555.75,17656.25,-418687.8,-272,318,-334,0
3.329,207975.2,86859.25,17277.75,-418688.2,-304,296,-408,0
3.33,207654.8,87150.5,16869.75,-418686.5,-330,288,-398,4
3.331,207310,87439.75,16517.25,-418678,-358,292,-320,12
3.332,206935,87729,16202,-418664.5,-396,290,-318,12
3.333,206518.2,88012.25,15873.25,-418659.8,-430,280,-336,0
3.334,206070.5,88281.75,15537.25,-418666.5,-448,260,-326,-10
3.335,205620.5,88533.5,15224.75,-418677.5,-448,246,-304,-8
3.336,205151.8,88775.75,14942,-418679,-486,242,-272,2
3.337,204629,89015.5,14676,-418675.8,-550,240,-256,4
3.338,204060.8,89252.25,14433,-418674.2,-582,238,-232,2
3.339,203469.8,89485.5,14209.75,-418673.5,-598,230,-214,2
3.34,202849,89713.25,14002.25,-418669.5,-634,222,-202,6
3.341,202189.8,89928.75,13807.5,-418663,-676,208,-194,6
3.342,201505.2,90125.75,13630.5,-418659.2,-702,188,-166,0
3.343,200782.2,90311.5,13476,-418663,-746,184,-140,-2
3.344,200013.8,90493.5,13335,-418660.2,-780,184,-140,6
3.345,199226,90672.5,13198.75,-418654.8,-790,174,-136,4
3.346,198415.2,90843,13071.5,-418653,-834,166,-122,0
3.347,197547,90997,12956.25,-418652,-896,144,-110,4
3.348,196629.2,91136.75,12853.25,-418648.5,-932,138,-98,4
3.349,195685.8,91269.25,12766,-418647.5,-958,132,-80,-2
3.35,194714.2,91399.75,12689.5,-418649.8,-980,126,-78,0
3.351,193716.8,91525,12613.5,-418647.2,-1008,118,-76,2
3.352,192693.5,91637.25,12538.5,-418646,-1040,108,-72,0
3.353,191631.8,91737.25,12481.5,-418646.8,-1078,100,-48,0
3.354,190539,91831.25,12444,-418646,-1104,96,-36,2
3.355,189414,91922.5,12411,-418644.2,-1142,90,-32,0
3.356,188261.5,92008.5,12379,-418645.5,-1164,76,-32,-4
3.357,187089,92084.75,12357.75,-418649.8,-1186,76,-14,-6
3.358,185887.2,92152,12350,-418655.2,-1218,66,-4,-6
3.359,184657,92212.25,12351,-418662.2,-1246,60,2,-8
3.36,183396.8,92267.25,12357,-418670.2,-1272,50,8,-8
3.361,182122.8,92320,12368.75,-418673,-1274,54,14,2
3.362,180841.5,92369.25,12391,-418670.2,-1292,48,28,4
3.363,179525,92414.25,12451,-418667.8,-1334,40,84,0
3.364,178167.2,92447.75,12531.25,-418672.2,-1368,30,68,-4
3.365,176784,92470.25,12579.75,-418673.2,-1390,22,36,2
3.366,175402,92491.5,12617.25,-418666.8,-1382,22,48,6
3.367,174012.2,92515.5,12685,-418664,-1394,22,82,0
3.368,172592,92534.25,12776,-418664.5,-1444,16,94,0
3.369,171118.2,92537.5,12868,-418663,-1498,-16,92,4
3.37,169611,92502.25,12959.75,-418658,-1510,-46,98,6
3.371,168110.8,92470,13065,-418651.5,-1494,-20,116,6
3.372,166611.5,92467.25,13178.25,-418646.5,-1510,6,116,4
3.373,165070.5,92462,13291.75,-418644.2,-1566,-16,112,0
3.374,163473.2,92439,13414,-418645.2,-1614,-32,132,-2
3.375,161868.2,92403.75,13555,-418645.5,-1598,-40,148,2
3.376,160271.5,92368,13712.75,-418642.2,-1596,-36,158,6
3.377,158643.5,92329,13871.5,-418638.2,-1662,-42,154,4
3.378,156972.5,92277.25,14029.5,-418637.8,-1690,-60,166,-2
3.379,155278.8,92219,14213.5,-418640,-1704,-54,206,-2
3.38,153565,92167.75,14428,-418639.2,-1728,-46,222,2
3.381,151820,92121,14644,-418637.5,-1752,-52,208,0
3.382,150055.2,92061.25,14851.25,-418639.2,-1770,-64,212,-4
3.383,148284.8,91986.75,15080.5,-418643.2,-1776,-78,246,-4
3.384,146476.2,91912.25,15346.5,-418645.8,-1834,-70,274,-2
3.385,144616.5,91845.5,15622,-418646.8,-1872,-64,274,-2
3.386,142739,91778.75,15897.5,-418647.5,-1884,-66,286,-2
3.387,140857.2,91706.5,16199.5,-418647.8,-1888,-74,316,0
