"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582943910000000"
"StartRawTime","1775582943910000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1562","2026-04-07","17:29:04.71","1775582944712000000","","301.68288000003668","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1563","2026-04-07","17:29:04.71","1775582944714000000","","301.96048000000883","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1564","2026-04-07","17:29:04.71","1775582944716000000","","302.23808000003919","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1565","2026-04-07","17:29:04.71","1775582944718000000","","302.51568000001134","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1566","2026-04-07","17:29:04.72","1775582944720000000","","302.7932800000417","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1567","2026-04-07","17:29:04.72","1775582944722000000","","303.07088000001386","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1568","2026-04-07","17:29:04.72","1775582944724000000","","303.34848000004422","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1569","2026-04-07","17:29:04.72","1775582944726000000","","303.62608000001637","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1570","2026-04-07","17:29:04.72","1775582944728000000","","303.90367999998853","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1571","2026-04-07","17:29:04.73","1775582944730000000","","304.18128000001889","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1572","2026-04-07","17:29:04.73","1775582944732000000","","304.45887999999104","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1573","2026-04-07","17:29:04.73","1775582944734000000","","304.7364800000214","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1574","2026-04-07","17:29:04.73","1775582944736000000","","305.01407999999356","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1575","2026-04-07","17:29:04.73","1775582944738000000","","305.29168000002392","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1576","2026-04-07","17:29:04.74","1775582944740000000","","305.56927999999607","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1577","2026-04-07","17:29:04.74","1775582944742000000","","305.84688000002643","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1578","2026-04-07","17:29:04.74","1775582944744000000","","306.12447999999858","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1579","2026-04-07","17:29:04.74","1775582944746000000","","306.40208000002895","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1580","2026-04-07","17:29:04.74","1775582944748000000","","306.6796800000011","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1581","2026-04-07","17:29:04.75","1775582944750000000","","306.95728000003146","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1582","2026-04-07","17:29:04.75","1775582944752000000","","307.23488000000361","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1583","2026-04-07","17:29:04.75","1775582944754000000","","307.51248000003397","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1584","2026-04-07","17:29:04.75","1775582944756000000","","307.79008000000613","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1585","2026-04-07","17:29:04.75","1775582944758000000","","308.06768000003649","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1586","2026-04-07","17:29:04.76","1775582944760000000","","308.34528000000864","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1587","2026-04-07","17:29:04.76","1775582944762000000","","308.622880000039","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1588","2026-04-07","17:29:04.76","1775582944764000000","","308.90048000001116","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1589","2026-04-07","17:29:04.76","1775582944766000000","","309.17808000004152","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1590","2026-04-07","17:29:04.76","1775582944768000000","","309.45568000001367","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1591","2026-04-07","17:29:04.77","1775582944770000000","","309.73328000004403","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1592","2026-04-07","17:29:04.77","1775582944772000000","","310.01088000001619","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1593","2026-04-07","17:29:04.77","1775582944774000000","","310.28847999998834","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1594","2026-04-07","17:29:04.77","1775582944776000000","","310.5660800000187","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1595","2026-04-07","17:29:04.77","1775582944778000000","","310.84367999999085","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1596","2026-04-07","17:29:04.78","1775582944780000000","","311.12128000002122","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1597","2026-04-07","17:29:04.78","1775582944782000000","","311.39887999999337","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1598","2026-04-07","17:29:04.78","1775582944784000000","","311.67648000002373","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1599","2026-04-07","17:29:04.78","1775582944786000000","","311.95407999999588","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1600","2026-04-07","17:29:04.78","1775582944788000000","","312.23168000002624","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1601","2026-04-07","17:29:04.79","1775582944790000000","","312.5092799999984","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1602","2026-04-07","17:29:04.79","1775582944792000000","","312.78688000002876","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1603","2026-04-07","17:29:04.79","1775582944794000000","","313.06448000000091","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1604","2026-04-07","17:29:04.79","1775582944796000000","","313.34208000003127","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1605","2026-04-07","17:29:04.79","1775582944798000000","","313.61968000000343","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1606","2026-04-07","17:29:04.80","1775582944800000000","","313.89728000003379","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1607","2026-04-07","17:29:04.80","1775582944802000000","","314.17488000000594","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1608","2026-04-07","17:29:04.80","1775582944804000000","","314.4524800000363","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1609","2026-04-07","17:29:04.80","1775582944806000000","","314.73008000000846","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1610","2026-04-07","17:29:04.80","1775582944808000000","","315.00768000003882","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1611","2026-04-07","17:29:04.81","1775582944810000000","","315.28528000001097","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1612","2026-04-07","17:29:04.81","1775582944812000000","","315.56288000004133","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1613","2026-04-07","17:29:04.81","1775582944814000000","","315.84048000001349","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1614","2026-04-07","17:29:04.81","1775582944816000000","","316.11808000004385","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1615","2026-04-07","17:29:04.81","1775582944818000000","","316.395680000016","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1616","2026-04-07","17:29:04.82","1775582944820000000","","316.67327999998815","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1617","2026-04-07","17:29:04.82","1775582944822000000","","316.95088000001851","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1618","2026-04-07","17:29:04.82","1775582944824000000","","317.22847999999067","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1619","2026-04-07","17:29:04.82","1775582944826000000","","317.50608000002103","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1620","2026-04-07","17:29:04.82","1775582944828000000","","317.78367999999318","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1621","2026-04-07","17:29:04.83","1775582944830000000","","318.06128000002354","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1622","2026-04-07","17:29:04.83","1775582944832000000","","318.3388799999957","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1623","2026-04-07","17:29:04.83","1775582944834000000","","318.61648000002606","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1624","2026-04-07","17:29:04.83","1775582944836000000","","318.89407999999821","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1625","2026-04-07","17:29:04.83","1775582944838000000","","319.17168000002857","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1626","2026-04-07","17:29:04.84","1775582944840000000","","319.44928000000073","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1627","2026-04-07","17:29:04.84","1775582944842000000","","319.72688000003109","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1628","2026-04-07","17:29:04.84","1775582944844000000","","320.00448000000324","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1629","2026-04-07","17:29:04.84","1775582944846000000","","320.2820800000336","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1630","2026-04-07","17:29:04.84","1775582944848000000","","320.55968000000576","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1631","2026-04-07","17:29:04.85","1775582944850000000","","320.83728000003612","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1632","2026-04-07","17:29:04.85","1775582944852000000","","321.11488000000827","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1633","2026-04-07","17:29:04.85","1775582944854000000","","321.39248000003863","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1634","2026-04-07","17:29:04.85","1775582944856000000","","321.67008000001078","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1635","2026-04-07","17:29:04.85","1775582944858000000","","321.94768000004115","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1636","2026-04-07","17:29:04.86","1775582944860000000","","322.2252800000133","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1637","2026-04-07","17:29:04.86","1775582944862000000","","322.50288000004366","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1638","2026-04-07","17:29:04.86","1775582944864000000","","322.78048000001581","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1639","2026-04-07","17:29:04.86","1775582944866000000","","323.05807999998797","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1640","2026-04-07","17:29:04.86","1775582944868000000","","323.33568000001833","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1641","2026-04-07","17:29:04.87","1775582944870000000","","323.61327999999048","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1642","2026-04-07","17:29:04.87","1775582944872000000","","323.89088000002084","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1643","2026-04-07","17:29:04.87","1775582944874000000","","324.168479999993","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1644","2026-04-07","17:29:04.87","1775582944876000000","","324.44608000002336","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1645","2026-04-07","17:29:04.87","1775582944878000000","","324.72367999999551","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1646","2026-04-07","17:29:04.88","1775582944880000000","","325.00128000002587","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1647","2026-04-07","17:29:04.88","1775582944882000000","","325.27887999999803","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1648","2026-04-07","17:29:04.88","1775582944884000000","","325.55648000002839","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1649","2026-04-07","17:29:04.88","1775582944886000000","","325.83408000000054","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1650","2026-04-07","17:29:04.88","1775582944888000000","","326.1116800000309","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1651","2026-04-07","17:29:04.89","1775582944890000000","","326.38928000000305","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1652","2026-04-07","17:29:04.89","1775582944892000000","","326.66688000003342","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1653","2026-04-07","17:29:04.89","1775582944894000000","","326.94448000000557","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1654","2026-04-07","17:29:04.89","1775582944896000000","","327.22208000003593","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1655","2026-04-07","17:29:04.89","1775582944898000000","","327.49968000000808","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1656","2026-04-07","17:29:04.90","1775582944900000000","","327.77728000003844","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1657","2026-04-07","17:29:04.90","1775582944902000000","","328.0548800000106","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1658","2026-04-07","17:29:04.90","1775582944904000000","","328.33248000004096","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1659","2026-04-07","17:29:04.90","1775582944906000000","","328.61008000001311","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1660","2026-04-07","17:29:04.90","1775582944908000000","","328.88768000004347","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1661","2026-04-07","17:29:04.91","1775582944910000000","","329.16528000001563","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1662","2026-04-07","17:29:04.91","1775582944912000000","","329.44287999998778","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1663","2026-04-07","17:29:04.91","1775582944914000000","","329.72048000001814","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1664","2026-04-07","17:29:04.91","1775582944916000000","","329.9980799999903","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1665","2026-04-07","17:29:04.91","1775582944918000000","","330.27568000002066","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1666","2026-04-07","17:29:04.92","1775582944920000000","","330.55327999999281","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1667","2026-04-07","17:29:04.92","1775582944922000000","","330.83088000002317","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1668","2026-04-07","17:29:04.92","1775582944924000000","","331.10847999999532","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1669","2026-04-07","17:29:04.92","1775582944926000000","","331.38608000002569","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1670","2026-04-07","17:29:04.92","1775582944928000000","","331.66367999999784","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1671","2026-04-07","17:29:04.93","1775582944930000000","","331.9412800000282","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1672","2026-04-07","17:29:04.93","1775582944932000000","","332.21888000000035","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1673","2026-04-07","17:29:04.93","1775582944934000000","","332.49648000003072","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1674","2026-04-07","17:29:04.93","1775582944936000000","","332.77408000000287","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1675","2026-04-07","17:29:04.93","1775582944938000000","","333.05168000003323","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1676","2026-04-07","17:29:04.94","1775582944940000000","","333.32928000000538","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1677","2026-04-07","17:29:04.94","1775582944942000000","","333.60688000003574","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1678","2026-04-07","17:29:04.94","1775582944944000000","","333.8844800000079","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1679","2026-04-07","17:29:04.94","1775582944946000000","","334.16208000003826","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1680","2026-04-07","17:29:04.94","1775582944948000000","","334.43968000001041","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1681","2026-04-07","17:29:04.95","1775582944950000000","","334.71728000004077","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1682","2026-04-07","17:29:04.95","1775582944952000000","","334.99488000001293","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
