"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582995342000000"
"StartRawTime","1775582995342000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1717","2026-04-07","17:29:55.95","1775582995954000000","","244.39502299637027","-150","-774.21985267800471","472.76661189836489","0","-571.14279837605864","693.56157136013508","0","1","1017.5821218183501","741.42590018335227","-343.51436231969501","1","0","0","0","0","0","0"
"1718","2026-04-07","17:29:55.95","1775582995956000000","","245.34289804641961","-150","-775.35749533529008","473.93752502466668","0","-568.82132864268442","585.456563150899","0","1","1160.7348666871076","740.38806145516378","-518.91936409424488","1","0","0","0","0","0","0"
"1719","2026-04-07","17:29:55.95","1775582995958000000","","246.29267931566073","-150","-776.489925987937","474.89063462056436","0","-566.21532632345861","476.55479794883604","0","1","1303.0011596129043","738.99993952225941","-694.0609664521844","1","0","0","0","0","0","0"
"1720","2026-04-07","17:29:55.96","1775582995960000000","","247.24392837475128","-150","-777.61657955980695","475.62452954527146","0","-563.32678593497576","366.94746235355069","0","1","1444.270194241426","737.26234194958772","-868.7987863358444","1","0","0","0","0","0","0"
"1721","2026-04-07","17:29:55.96","1775582995962000000","","248.19620434315766","-150","-778.73689540702094","476.13798420319142","0","-560.15792360699379","256.72732895998251","0","1","1584.4311639909847","735.17635937289037","-1042.9912883486736","1","0","0","0","0","0","0"
"1722","2026-04-07","17:29:55.96","1775582995964000000","","249.14906426771691","-150","-779.85031776118547","476.42996227962442","0","-556.71117708226348","145.98903821649856","0","1","1723.3732623651576","732.74336820341375","-1216.4955847383112","1","0","0","0","0","0","0"
"1723","2026-04-07","17:29:55.96","1775582995966000000","","250.10206350752358","-150","-780.95629617261807","476.49961990333622","0","-552.98920571630106","34.828811855902586","0","1","1860.9856829812088","729.96503300279346","-1389.1676003101452","1","0","0","0","0","0","0"
"1724","2026-04-07","17:29:55.96","1775582995968000000","","251.05475612630707","-150","-782.05428595357353","476.34630939174372","0","-548.99489047772931","-76.655255796254096","0","1","1997.157619285872","726.843309277721","-1560.8618625362283","1","0","0","0","0","0","0"
"1725","2026-04-07","17:29:55.97","1775582995970000000","","252.00669529111505","-150","-783.14374862146997","475.9695824039909","0","-544.73133394822071","-188.36349387640894","0","1","2131.7782647543027","723.38044593342261","-1731.4316721491991","1","0","0","0","0","0","0"
"1726","2026-04-07","17:29:55.97","1775582995972000000","","252.95743367846634","-150","-784.22415234211451","475.36919367564678","0","-540.20186032227002","-300.19436417205725","0","1","2264.7368129753431","719.57898815312547","-1900.7288901485708","1","0","0","0","0","0","0"
"1727","2026-04-07","17:29:55.97","1775582995974000000","","253.90652388702927","-150","-785.29497237292935","474.54510428146079","0","-535.41001540742172","-412.04469709299474","0","1","2395.9224574241489","715.44178001852674","-2068.6040672993613","1","0","0","0","0","0","0"
"1728","2026-04-07","17:29:55.97","1775582995976000000","","254.85351885719237","-150","-786.35569150617766","473.49748508155187","0","-530.35956662415629","-523.80959995446119","0","1","2525.2243916327188","710.97196730132566","-2234.90635860054","1","0","0","0","0","0","0"
"1729","2026-04-07","17:29:55.97","1775582995978000000","","255.79797229794139","-150","-787.40580051218944","472.22672037450764","0","-525.05450300589018","-635.38235352211814","0","1","2652.5318091330519","706.17300044849185","-2399.4834264169072","1","0","0","0","0","0","0"
"1730","2026-04-07","17:29:55.98","1775582995980000000","","256.7394391200346","-150","-788.44479858258762","470.73341104660926","0","-519.49903519908958","-746.65466394918667","0","1","2777.7339034003035","701.04863729156534","-2562.1815784632531","1","0","0","0","0","0","0"
"1731","2026-04-07","17:29:55.98","1775582995982000000","","257.67747587673324","-150","-789.47219377351405","469.01837834931825","0","-513.69759546321347","-857.51634864550397","0","1","2900.7198679380508","695.6029462373715","-2722.8455270969221","1","0","0","0","0","0","0"
"1732","2026-04-07","17:29:55.98","1775582995984000000","","258.6116412107736","-150","-790.48750344885525","467.08266702017909","0","-507.65483767060005","-967.8556645695835","0","1","3021.3788963067145","689.84030908685429","-2881.3185752586037","1","0","0","0","0","0","0"
"1733","2026-04-07","17:29:55.98","1775582995986000000","","259.54149630891249","-150","-791.4902547234683","464.92754906944356","0","-501.37563730652346","-1077.558975367765","0","1","3139.6001820382935","683.7654243731854","-3037.4423568344469","1","0","0","0","0","0","0"
"1734","2026-04-07","17:29:55.98","1775582995988000000","","260.4666053626969","-150","-792.47998490640714","462.55452689220533","0","-494.86509146942126","-1186.5110886191133","0","1","3255.2729185510998","677.3833103225312","-3191.0570253270976","1","0","0","0","0","0","0"
"1735","2026-04-07","17:29:55.99","1775582995990000000","","261.38653603682349","-150","-793.45624194414813","459.96533706329501","0","-488.12851887049646","-1294.5949144551605","0","1","3368.2862994623974","670.69930835990522","-3342.0009813129923","1","0","0","0","0","0","0"
"1736","2026-04-07","17:29:55.99","1775582995992000000","","262.30085994370575","-150","-794.41858486381602","457.16195344112975","0","-481.17145983394494","-1401.6918110826282","0","1","3478.5295182757636","663.71908623516276","-3490.111062371227","1","0","0","0","0","0","0"
"1737","2026-04-07","17:29:55.99","1775582995994000000","","263.20915312564824","-150","-795.36658421641027","454.14659097124854","0","-473.99967629712592","-1507.6812349406055","0","1","3585.8917684095104","656.44864172346854","-3635.2222558471112","1","0","0","0","0","0","0"
"1738","2026-04-07","17:29:55.99","1775582995996000000","","264.1109965432114","-150","-796.2998225200306","450.92170878157845","0","-466.61915181016411","-1612.4410948350487","0","1","3690.2622434809018","648.89430594399244","-3777.1678897380525","1","0","0","0","0","0","0"
"1739","2026-04-07","17:29:55.99","1775582995998000000","","265.00597657119931","-150","-797.21789470310318","447.49001399395638","0","-459.03609153629077","-1715.8473938110319","0","1","3791.5301369366716","641.06274728549408","-3915.779329249176","1","0","0","0","0","0","0"
"1740","2026-04-07","17:29:56.00","1775582996000000000","","265.89368550082327","-150","-798.12040854760608","443.85446481197732","0","-451.25692225144576","-1817.7745909895293","0","1","3889.5846424225056","632.96097495293827","-4050.8861662779054","1","0","0","0","0","0","0"
"1741","2026-04-07","17:29:56.00","1775582996002000000","","266.77372204950291","-150","-799.00698513229599","440.01827433982044","0","-443.2882923449597","-1918.0952360784431","0","1","3984.3149532430289","624.59634315540461","-4182.3158987668303","1","0","0","0","0","0","0"
"1742","2026-04-07","17:29:56.00","1775582996004000000","","267.64569187682804","-150","-799.87725927593362","435.98491366256553","0","-435.137071818815","-2016.6803386274523","0","1","4075.610263072349","615.97655492105162","-4309.8941171764973","1","0","0","0","0","0","0"
"1743","2026-04-07","17:29:56.00","1775582996006000000","","268.50920810817342","-150","-800.73087998050971","431.75811567269307","0","-426.81035228804376","-2113.3989949362331","0","1","4163.3597653856214","607.10966659202404","-4433.4441645137867","1","0","0","0","0","0","0"
"1744","2026-04-07","17:29:56.00","1775582996008000000","","269.36389186445916","-150","-801.56751087447094","427.34187814286884","0","-418.31544698061407","-2208.1187649121148","0","1","4247.4526537148449","598.00409195695772","-4552.7873175331588","1","0","0","0","0","0","0"
"1745","2026-04-07","17:29:56.01","1775582996010000000","","270.20937279957877","-150","-802.38683065594637","422.74046755980521","0","-409.65989073771425","-2300.7052915318127","0","1","4327.77812144991","588.66860710583057","-4667.7424255635742","1","0","0","0","0","0","0"
"1746","2026-04-07","17:29:56.01","1775582996012000000","","271.04528964395809","-150","-803.18853353597251","417.95842218965618","0","-400.85144001307071","-2391.0226850745175","0","1","4404.2253623217675","579.11235493625861","-4778.1260847859812","1","0","0","0","0","0","0"
"1747","2026-04-07","17:29:56.01","1775582996014000000","","271.87129075579657","-150","-803.97232968171977","413.00055591923979","0","-391.8980728736301","-2478.9331352081945","0","1","4476.6835697203078","569.34485043044538","-4883.7522529066173","1","0","0","0","0","0","0"
"1748","2026-04-07","17:29:56.01","1775582996016000000","","272.68703467842568","-150","-804.73794565971855","407.87196131455516","0","-382.80798899938873","-2564.297302342311","0","1","4545.0419371206863","559.37598560211541","-4984.4324141649849","1","0","0","0","0","0","0"
"1749","2026-04-07","17:29:56.01","1775582996018000000","","273.49219070531137","-150","-805.48512487908511","402.57801344284871","0","-373.58960968327892","-2646.9739358532252","0","1","4609.1896580549019","549.21603524559919","-5079.9751782581097","1","0","0","0","0","0","0"
"1750","2026-04-07","17:29:56.02","1775582996020000000","","274.28643945146598","-150","-806.21362803474699","397.12437307730397","0","-364.25157783094164","-2726.8201827723715","0","1","4669.0159261686404","538.8756625088688","-5170.1863683651936","1","0","0","0","0","0","0"
"1751","2026-04-07","17:29:56.02","1775582996022000000","","275.06947343175466","-150","-806.92323355066958","391.51699014433916","0","-354.8027579612949","-2803.6914664824053","0","1","4724.4099348233703","528.36592493140938","-5254.8687887297092","1","0","0","0","0","0","0"
"1752","2026-04-07","17:29:56.02","1775582996024000000","","275.84099764661869","-150","-807.61373802308174","385.762107432015","0","-345.25223620607903","-2877.4413561620804","0","1","4775.2608776079342","517.69828098583412","-5333.8219727876321","1","0","0","0","0","0","0"
"1753","2026-04-07","17:29:56.02","1775582996026000000","","276.60073017393194","-150","-808.28495666370191","379.86626365662346","0","-335.60932031008406","-2947.9218876957702","0","1","4821.4579479974873","506.88459647481886","-5406.8422555076268","1","0","0","0","0","0","0"
"1754","2026-04-07","17:29:56.02","1775582996028000000","","277.34840276858534","-150","-808.93672374296398","373.83629732670443","0","-325.883539631036","-3014.9831649595171","0","1","4862.8903395240286","495.93715186643675","-5473.7223041910565","1","0","0","0","0","0","0"
"1755","2026-04-07","17:29:56.03","1775582996030000000","","278.08376146814413","-150","-809.56889303324294","367.67934977939376","0","-316.0846451394832","-3078.4737736553325","0","1","4899.4472457764005","484.86864937542703","-5534.2512455048618","1","0","0","0","0","0","0"
"1756","2026-04-07","17:29:56.03","1775582996032000000","","278.8065672062441","-150","-810.18133825208145","361.4028690499822","0","-306.22260941925106","-3138.2403647057799","0","1","4931.0178601160715","473.69222104346801","-5588.2141659795079","1","0","0","0","0","0","0"
"1757","2026-04-07","17:29:56.03","1775582996034000000","","279.5165964320488","-150","-810.77395350541519","355.0146129023517","0","-296.3076266668736","-3194.12807381525","0","1","4957.4913761887274","462.42143656534995","-5635.3922390590296","1","0","0","0","0","0","0"
"1758","2026-04-07","17:29:56.03","1775582996036000000","","280.21364173745729","-150","-811.34665373079918","348.52265270424709","0","-286.3501126919914","-3245.9800990523036","0","1","4978.756987441102","451.07031213184649","-5675.5622167517286","1","0","0","0","0","0","0"
"1759","2026-04-07","17:29:56.03","1775582996038000000","","280.89751249036215","-150","-811.89937514063354","341.935376452426","0","-276.36070491718101","-3293.6381259105474","0","1","4994.7038874051941","439.65331898210832","-5708.4965748690875","1","0","0","0","0","0","0"
"1760","2026-04-07","17:29:56.04","1775582996040000000","","281.56803547566835","-150","-812.43207566538933","335.26149265310323","0","-266.35026237789816","-3336.9418996613831","0","1","5005.2212696414244","428.1853929371739","-5733.9630224672073","1","0","0","0","0","0","0"
"1761","2026-04-07","17:29:56.04","1775582996042000000","","282.22505554235249","-150","-812.94473539683486","328.51003334207007","0","-256.32986572276195","-3375.7296555165794","0","1","5010.198327568105","416.68194353470267","-5751.7247012356165","1","0","0","0","0","0","0"
"1762","2026-04-07","17:29:56.04","1775582996044000000","","282.86843625829181","-150","-813.43735703126117","321.69035796965773","0","-246.31081721315695","-3409.8376862061741","0","1","5009.5242548024999","405.15886401121685","-5761.5397617429098","1","0","0","0","0","0","0"
"1763","2026-04-07","17:29:56.04","1775582996046000000","","283.49806057112494","-150","-813.90996631270821","314.8121564165649","0","-236.30464072351742","-3439.100776546411","0","1","5003.0882448197644","393.63254064561067","-5763.1616828030874","1","0","0","0","0","0","0"
"1764","2026-04-07","17:29:56.04","1775582996048000000","","284.11383147689173","-150","-814.36261247619109","307.88545288339719","0","-226.323081741441","-3463.3517665838554","0","1","4990.7794910382108","382.11986264280682","-5756.339001401926","1","0","0","0","0","0","0"
"1765","2026-04-07","17:29:56.05","1775582996050000000","","284.7156726946958","-150","-814.79536869092533","300.92060890203243","0","-216.37810736712026","-3482.4219906823828","0","1","4972.4871871603682","370.63823090683314","-5740.8158679868393","1","0","0","0","0","0","0"
"1766","2026-04-07","17:29:56.05","1775582996052000000","","285.30352934915339","-150","-815.20833250355327","293.92832722879803","0","-206.48190631396801","-3496.1408366172009","0","1","4948.1005265761269","359.20556674774627","-5716.3320795434347","1","0","0","0","0","0","0"
"1767","2026-04-07","17:29:56.05","1775582996054000000","","285.87736865885921","-150","-815.60162628136982","286.91965485290893","0","-196.6468889082762","-3504.3361879445456","0","1","4917.5087028459075","347.84031862079519","-5682.6240634755432","1","0","0","0","0","0","0"
"1768","2026-04-07","17:29:56.05","1775582996056000000","","286.43718063264436","-150","-815.97539765554882","279.9059868925724","0","-186.88568708950015","-3506.8339801682669","0","1","4880.600909388022","336.56146769530744","-5639.4254627438722","1","0","0","0","0","0","0"
"1769","2026-04-07","17:29:56.05","1775582996058000000","","286.98297877184473","-150","-816.32981996436843","272.89906960018584","0","-177.21115440980384","-3503.4586461932804","0","1","4837.2663398481563","325.38852996979227","-5586.4688627575842","1","0","0","0","0","0","0"
"1770","2026-04-07","17:29:56.06","1775582996060000000","","287.51480078036798","-150","-816.66509269643711","265.91100426162484","0","-167.63636603434406","-3494.0326692805002","0","1","4787.3941877298876","314.3415553257737","-5523.4873220092877","1","0","0","0","0","0","0"
"1771","2026-04-07","17:29:56.06","1775582996062000000","","288.03270928076506","-150","-816.98144193391988","258.95425019854201","0","-158.17461874138417","-3478.3770315414131","0","1","4730.8736464799495","303.44112066407763","-5450.2173308480333","1","0","0","0","0","0","0"
"1772","2026-04-07","17:29:56.06","1775582996064000000","","288.5367925381064","-150","-817.27912079576436","252.04162867066771","0","-148.83943092223717","-3456.3107639371538","0","1","4667.5939095734975","292.70831689622031","-5366.40188392866","1","0","0","0","0","0","0"
"1773","2026-04-07","17:29:56.06","1775582996066000000","","289.02716518985557","-150","-817.55840988092609","245.18632587458455","0","-139.64454258086789","-3427.6513980415757","0","1","4597.4441706846392","282.16472612376231","-5271.7953862290015","1","0","0","0","0","0","0"
"1774","2026-04-07","17:29:56.06","1775582996068000000","","289.503968983498","-150","-817.81961771159513","238.40189682121604","0","-130.60391533451821","-3392.2145266842563","0","1","4520.3136231748431","271.83238789493009","-5166.1691144161068","1","0","0","0","0","0","0"
"1775","2026-04-07","17:29:56.07","1775582996070000000","","289.9673735205036","-150","-818.06308117642152","231.70226850280073","0","-121.73173241319546","-3349.8141592076536","0","1","4436.0914606613733","261.7337500317102","-5049.318931609946","1","0","0","0","0","0","0"
"1776","2026-04-07","17:29:56.07","1775582996072000000","","290.41757700719194","-150","-818.28916597374143","225.10174334416888","0","-113.04239865995669","-3300.2625793159268","0","1","4344.6668766193852","251.89160119261749","-4921.0744195463576","1","0","0","0","0","0","0"
"1777","2026-04-07","17:29:56.07","1775582996074000000","","290.85480701307154","-150","-818.49826705480336","218.6150029397993","0","-104.55054053096546","-3243.3702021847921","0","1","4245.9290644956127","242.32898100657607","-4781.3100930207074","1","0","0","0","0","0","0"
"1778","2026-04-07","17:29:56.07","1775582996076000000","","291.27932123522322","-150","-818.69080906699355","212.25711107584289","0","-96.271006095093981","-3178.9459319782054","0","1","4139.7672179357414","233.06906233308686","-4629.959336744605","1","0","0","0","0","0","0"
"1779","2026-04-07","17:29:56.07","1775582996078000000","","291.69140827050643","-150","-818.86724679706231","206.04351764160356","0","-88.218865034377814","-3106.7967171196642","0","1","4026.0705303580835","224.13500242059374","-4467.0299562465625","1","0","0","0","0","0","0"
"1780","2026-04-07","17:29:56.08","1775582996080000000","","292.09138839374606","-150","-819.02806561434954","199.9900616198147","0","-80.409408643618008","-3026.7280108944306","0","1","3904.7281953799029","215.5497570054618","-4292.6227075659681","1","0","0","0","0","0","0"
"1781","2026-04-07","17:29:56.08","1775582996082000000","","292.47961434374542","-150","-819.17378191401133","194.11297499968327","0","-72.858149830892671","-2938.543310065711","0","1","3775.6294063626683","207.33585570279075","-4106.9506513355236","1","0","0","0","0","0","0"
"1782","2026-04-07","17:29:56.08","1775582996084000000","","292.85647211527811","-150","-819.30494356024553","188.42888576634209","0","-65.580823117102227","-2842.0446166705915","0","1","3638.663356895222","199.51513564605028","-3910.3600283702349","1","0","0","0","0","0","0"
"1783","2026-04-07","17:29:56.08","1775582996086000000","","293.22238175890851","-150","-819.42213032951724","182.95482181520129","0","-58.593384635855728","-2737.0319755704031","0","1","3493.7192406232498","192.10843695298075","-3703.3493465347647","1","0","0","0","0","0","0"
"1784","2026-04-07","17:29:56.08","1775582996088000000","","293.57779818678841","-150","-819.52595435378578","177.70821393995107","0","-51.912012134266661","-2623.3039376251099","0","1","3340.6862507945334","185.13526488909582","-3486.5860319424655","1","0","0","0","0","0","0"
"1785","2026-04-07","17:29:56.09","1775582996090000000","","293.92321198628429","-150","-819.61706056372975","172.7068997479364","0","-45.553104971986613","-2500.6570960073304","0","1","3179.4535811400237","178.61343340614835","-3260.9157414737383","1","0","0","0","0","0","0"
"1786","2026-04-07","17:29:56.09","1775582996092000000","","294.25915023957873","-150","-819.6961271319733","167.96912664722186","0","-39.533284121773704","-2368.8865503572742","0","1","3009.9104251064546","172.55870902415597","-3027.3621909961862","1","0","0","0","0","0","0"
"1787","2026-04-07","17:29:56.09","1775582996094000000","","294.58617735110505","-150","-819.76386591631194","163.51355576315996","0","-33.869392169322055","-2227.7854420309495","0","1","2831.9459762258248","166.98448623818729","-2787.1113929843432","1","0","0","0","0","0","0"
"1788","2026-04-07","17:29:56.09","1775582996096000000","","294.90489588095471","-150","-819.82102290293881","159.35926492483077","0","-28.578493313432318","-2077.1454191645944","0","1","2645.4494279448681","161.90153055931341","-2541.4778394369364","1","0","0","0","0","0","0"
"1789","2026-04-07","17:29:56.09","1775582996098000000","","295.21594738611589","-150","-819.86837864967026","155.5257525805871","0","-23.677873365727464","-1916.7561721218362","0","1","2450.309973852427","157.31783561593204","-2291.8474716906871","1","0","0","0","0","0","0"
"1790","2026-04-07","17:29:56.10","1775582996100000000","","295.52001326768863","-150","-819.9067487291718","152.03294078636986","0","-19.185039750766464","-1746.405897108616","0","1","2246.4168074805002","153.2386401479416","-2039.5977339952224","1","0","0","0","0","0","0"
"1791","2026-04-07","17:29:56.10","1775582996102000000","","295.81781562593017","-150","-819.93698417218457","148.90117912077017","0","-15.117721506385351","-1565.8808327998486","0","1","2033.6591221905564","149.6666517534895","-1785.9941972260458","1","0","0","0","0","0","0"
"1792","2026-04-07","17:29:56.10","1775582996104000000","","296.1101181212739","-150","-819.95997191075048","146.15124767186671","0","-11.493869282958258","-1374.9657244517266","0","1","1811.9261117135466","146.60251098510236","-1532.0703841935738","1","0","0","0","0","0","0"
"1793","2026-04-07","17:29:56.10","1775582996106000000","","296.39772684318126","-150","-819.97663522143853","143.80436095368054","0","-8.3316553440226926","-1173.4433590930848","0","1","1581.1069694677826","144.04551610538948","-1278.4974398564373","1","0","0","0","0","0","0"
"1794","2026-04-07","17:29:56.10","1775582996108000000","","296.6814911849674","-150","-819.9879341685712","141.88217089306931","0","-5.6494735663363826","-961.09503030561427","0","1","1341.090888843155","141.99460190058937","-1025.4571024000541","1","0","0","0","0","0","0"
"1795","2026-04-07","17:29:56.11","1775582996110000000","","296.96230472645971","-150","-819.9948660474497","140.4067707461536","0","-3.4659394392519971","-737.70007345785871","0","1","1091.7670635421928","140.44954256799662","-772.52966629637854","1","0","0","0","0","0","0"
"1796","2026-04-07","17:29:56.11","1775582996112000000","","297.24110612262734","-150","-819.99846582757971","139.4006980838185","0","-1.7998900650013638","-503.03633116755009","0","1","833.02468712531663","139.41231735575593","-518.61260612034243","1","0","0","0","0","0","0"
"1797","2026-04-07","17:29:56.11","1775582996114000000","","297.51887999998877","-150","-819.99980659589869","138.886938680713","0","-0.67038415949127739","-256.87970155274797","0","1","564.75295275504322","138.88855658772405","-261.88038401593872","1","0","0","0","0","0","0"
"1798","2026-04-07","17:29:56.11","1775582996116000000","","297.79648000001913","-150","-820","138.80000001518056","0","-0.096702050655039784","-43.469332766221669","0","1","286.8410544181188","138.8000337013674","-44.261443178328364","1","0","0","0","0","0","0"
"1799","2026-04-07","17:29:56.11","1775582996118000000","","298.07407999999128","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","48.351025327519892","138.79999998607673","-0.016857645334766858","1","0","0","0","0","0","0"
"1800","2026-04-07","17:29:56.12","1775582996120000000","","298.35168000002164","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1801","2026-04-07","17:29:56.12","1775582996122000000","","298.6292799999938","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1802","2026-04-07","17:29:56.12","1775582996124000000","","298.90688000002416","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1803","2026-04-07","17:29:56.12","1775582996126000000","","299.18447999999631","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1804","2026-04-07","17:29:56.12","1775582996128000000","","299.46208000002667","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1805","2026-04-07","17:29:56.13","1775582996130000000","","299.73967999999883","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1806","2026-04-07","17:29:56.13","1775582996132000000","","300.01728000002919","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1807","2026-04-07","17:29:56.13","1775582996134000000","","300.29488000000134","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1808","2026-04-07","17:29:56.13","1775582996136000000","","300.5724800000317","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1809","2026-04-07","17:29:56.13","1775582996138000000","","300.85008000000386","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1810","2026-04-07","17:29:56.14","1775582996140000000","","301.12768000003422","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1811","2026-04-07","17:29:56.14","1775582996142000000","","301.40528000000637","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1812","2026-04-07","17:29:56.14","1775582996144000000","","301.68288000003673","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1813","2026-04-07","17:29:56.14","1775582996146000000","","301.96048000000889","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1814","2026-04-07","17:29:56.14","1775582996148000000","","302.23808000003925","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1815","2026-04-07","17:29:56.15","1775582996150000000","","302.5156800000114","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1816","2026-04-07","17:29:56.15","1775582996152000000","","302.79328000004176","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1817","2026-04-07","17:29:56.15","1775582996154000000","","303.07088000001391","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1818","2026-04-07","17:29:56.15","1775582996156000000","","303.34848000004428","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1819","2026-04-07","17:29:56.15","1775582996158000000","","303.62608000001643","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1820","2026-04-07","17:29:56.16","1775582996160000000","","303.90367999998858","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1821","2026-04-07","17:29:56.16","1775582996162000000","","304.18128000001894","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1822","2026-04-07","17:29:56.16","1775582996164000000","","304.4588799999911","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1823","2026-04-07","17:29:56.16","1775582996166000000","","304.73648000002146","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1824","2026-04-07","17:29:56.16","1775582996168000000","","305.01407999999361","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1825","2026-04-07","17:29:56.17","1775582996170000000","","305.29168000002397","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
