"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775584356046000000"
"StartRawTime","1775584356046000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1256","2026-04-07","17:52:36.28","1775584356280000000","","199.99999999999997","144.07992969417012","-734.63341578358973","0","-284.79702048051081","473.99967629712592","0","-8697.9010542904689","1","-3585.8917684095104","552.97833231000709","1248.6416380266405","1","0","0","0","0","0","0"
"1257","2026-04-07","17:52:36.28","1775584356282000000","","199.99999999999997","143.47492068406297","-733.7001774799694","0","-302.50450505357662","466.61915181016411","0","-8853.7422865329063","1","-3690.2622434809018","556.09568278646645","1558.6752382296822","1","0","0","0","0","0","0"
"1258","2026-04-07","17:52:36.28","1775584356284000000","","199.99999999999997","142.83391550474141","-732.78210529689682","0","-320.50258966077649","459.03609153629077","0","-8999.0423035999356","1","-3791.5301369366716","559.85359096122443","1878.9540873789861","1","0","0","0","0","0","0"
"1259","2026-04-07","17:52:36.28","1775584356286000000","","199.99999999999997","142.15637456619692","-731.87959145239392","0","-338.77046927224796","451.25692225144576","0","-9133.9398057357357","1","-3889.5846424225056","564.26788029338206","2207.1446660788183","1","0","0","0","0","0","0"
"1260","2026-04-07","17:52:36.28","1775584356288000000","","199.99999999999997","141.44179933367985","-730.99301486770401","0","-357.28761625853167","443.2882923449597","0","-9258.5734931418519","1","-3984.3149532430289","569.3495858098205","2540.8527582192164","1","0","0","0","0","0","0"
"1261","2026-04-07","17:52:36.29","1775584356290000000","","199.99999999999997","140.68973177289894","-730.12274072406638","0","-376.03378039045765","435.137071818815","0","-9373.0820659629899","1","-4075.610263072349","575.10492544038561","2877.6698152825588","1","0","0","0","0","0","0"
"1262","2026-04-07","17:52:36.29","1775584356292000000","","199.99999999999997","139.89975379522014","-729.26912001949029","0","-394.98898883940115","426.81035228804376","0","-9477.6042244717464","1","-4163.3597653856214","581.53536274642533","3215.2186530198605","1","0","0","0","0","0","0"
"1263","2026-04-07","17:52:36.29","1775584356294000000","","199.99999999999997","139.07148670286608","-728.43248912552906","0","-414.1335461770268","418.31544698061407","0","-9572.2786688128272","1","-4247.4526537148449","588.63775554389179","3551.1963987332251","1","0","0","0","0","0","0"
"1264","2026-04-07","17:52:36.29","1775584356296000000","","199.99999999999997","138.20459063411511","-727.61316934405363","0","-433.44803437548762","409.65989073771425","0","-9657.2440992304109","1","-4327.77812144991","596.40458128958892","3883.4128728485666","1","0","0","0","0","0","0"
"1265","2026-04-07","17:52:36.29","1775584356298000000","","199.99999999999997","137.29876400850065","-726.81146646402749","0","-452.91331280722602","400.85144001307071","0","-9732.6392158691979","1","-4404.2253623217675","604.82422725827416","4209.8229843426225","1","0","0","0","0","0","0"
"1266","2026-04-07","17:52:36.30","1775584356300000000","","199.99999999999997","136.35374297201037","-726.02767031828023","0","-472.51051824514434","391.8980728736301","0","-9798.6027189591587","1","-4476.6835697203078","613.88133167116257","4528.552206444203","1","0","0","0","0","0","0"
"1267","2026-04-07","17:52:36.30","1775584356302000000","","199.99999999999997","135.36930084228516","-725.26205434028145","0","-492.22106486260486","382.80798899938873","0","-9855.2733087302604","1","-4545.0419371206863","623.55716108167076","4837.914705254093","1","0","0","0","0","0","0"
"1268","2026-04-07","17:52:36.30","1775584356304000000","","199.99999999999997","134.34524755381869","-724.51487512091489","0","-512.02664423323085","373.58960968327892","0","-9902.7896853129951","1","-4609.1896580549019","633.83000944105527","5136.4241796922552","1","0","0","0","0","0","0"
"1269","2026-04-07","17:52:36.30","1775584356306000000","","199.99999999999997","133.28142910315637","-723.78637196525301","0","-531.90922533116236","364.25157783094164","0","-9941.2905489657533","1","-4669.0159261686404","644.67560520367749","5422.7978813111122","1","0","0","0","0","0","0"
"1270","2026-04-07","17:52:36.30","1775584356308000000","","199.99999999999997","132.1777269940946","-723.07676644933042","0","-551.85105453088568","354.8027579612949","0","-9970.9145998616568","1","-4724.4099348233703","656.06751439451091","5695.9545954167079","1","0","0","0","0","0","0"
"1271","2026-04-07","17:52:36.31","1775584356310000000","","199.99999999999997","131.03405768288002","-722.38626197691826","0","-571.83465560729019","345.25223620607903","0","-9991.8005382022548","1","-4775.2608776079342","667.97752953135057","5955.00756841983","1","0","0","0","0","0","0"
"1272","2026-04-07","17:52:36.31","1775584356312000000","","199.99999999999997","129.85037202340874","-721.71504333629809","0","-591.84282973563995","335.60932031008406","0","-10004.087064174882","1","-4821.4579479974873","680.37603645960826","6199.2534641288439","1","0","0","0","0","0","0"
"1273","2026-04-07","17:52:36.31","1775584356314000000","","199.99999999999997","128.62665471242542","-721.06327625703602","0","-611.85865549165896","325.883539631036","0","-10007.912878009505","1","-4862.8903395240286","693.23235332932461","6428.1584348581755","1","0","0","0","0","0","0"
"1274","2026-04-07","17:52:36.31","1775584356316000000","","199.99999999999997","127.36292373472253","-720.43110696675706","0","-631.86548885144589","316.0846451394832","0","-10003.416679893462","1","-4899.4472457764005","706.51503798180386","6641.3423262396236","1","0","0","0","0","0","0"
"1275","2026-04-07","17:52:36.31","1775584356318000000","","199.99999999999997","126.05922980833964","-719.81866174791855","0","-651.84696319144564","306.22260941925106","0","-9990.7371699998748","1","-4931.0178601160715","720.19216181616775","6838.561917181948","1","0","0","0","0","0","0"
"1276","2026-04-07","17:52:36.32","1775584356320000000","","199.99999999999997","124.71565582976245","-719.22604649458481","0","-671.78698928859149","296.3076266668736","0","-9970.0130485729223","1","-4957.4913761887274","734.23154971601798","7019.693949925113","1","0","0","0","0","0","0"
"1277","2026-04-07","17:52:36.32","1775584356322000000","","199.99999999999997","123.3323163191223","-718.65334626920082","0","-691.66975532007768","286.3501126919914","0","-9941.3830157430984","1","-4978.756987441102","748.60098681691056","7184.7185504462914","1","0","0","0","0","0","0"
"1278","2026-04-07","17:52:36.32","1775584356324000000","","199.99999999999997","121.90935686539484","-718.10062485936646","0","-711.47972686372896","276.36070491718101","0","-9904.9857718256353","1","-4994.7038874051941","763.26839379107491","7333.7034870821753","1","0","0","0","0","0","0"
"1279","2026-04-07","17:52:36.32","1775584356326000000","","199.99999999999997","120.44695357159986","-717.56792433461067","0","-731.2016468974889","266.35026237789816","0","-9860.9600168799716","1","-5005.2212696414244","778.2019729442834","7466.789576604242","1","0","0","0","0","0","0"
"1280","2026-04-07","17:52:36.32","1775584356328000000","","199.99999999999997","118.9453125","-717.05526460316514","0","-750.82053579993158","256.32986572276195","0","-9809.4444512213377","1","-5010.198327568105","793.37032780432708","7584.1774300218385","1","0","0","0","0","0","0"
"1281","2026-04-07","17:52:36.33","1775584356330000000","","199.99999999999997","117.40466911730027","-716.56264296873883","0","-770.32169134986361","246.31081721315695","0","-9750.5777749660174","1","-5009.5242548024999","808.74255906334474","7686.1156295088331","1","0","0","0","0","0","0"
"1282","2026-04-07","17:52:36.33","1775584356332000000","","199.99999999999997","115.825287739847","-716.09003368729179","0","-789.69068872663684","236.30464072351742","0","-9684.4986883866113","1","-5003.0882448197644","824.28833977499676","7772.8903558260072","1","0","0","0","0","0","0"
"1283","2026-04-07","17:52:36.33","1775584356334000000","","199.99999999999997","114.20746097882733","-715.63738752380891","0","-808.91338050983563","226.323081741441","0","-9611.3458915993979","1","-4990.7794910382108","839.9779726259452","7844.8164254742205","1","0","0","0","0","0","0"
"1284","2026-04-07","17:52:36.33","1775584356336000000","","199.99999999999997","112.55150918546809","-715.20463130907467","0","-827.97589667961802","216.37810736712026","0","-9531.2580848911912","1","-4972.4871871603682","855.78243194762683","7902.2296608408169","1","0","0","0","0","0","0"
"1285","2026-04-07","17:52:36.33","1775584356338000000","","199.99999999999997","110.85777989623523","-714.79166749644673","0","-846.86464461643141","206.48190631396801","0","-9444.3739684066932","1","-4948.1005265761269","871.67339292671136","7945.4804895422621","1","0","0","0","0","0","0"
"1286","2026-04-07","17:52:36.34","1775584356340000000","","199.99999999999997","109.12664727803309","-714.39837371863018","0","-865.56630910106946","196.6468889082762","0","-9350.8322423190293","1","-4917.5087028459075","887.62325024086203","7974.9286570753384","1","0","0","0","0","0","0"
"1287","2026-04-07","17:52:36.34","1775584356342000000","","199.99999999999997","107.35851157340323","-714.02460234445118","0","-884.0678523149279","186.88568708950015","0","-9250.7716069292201","1","-4880.600909388022","903.60512810388786","7990.9389315129147","1","0","0","0","0","0","0"
"1288","2026-04-07","17:52:36.34","1775584356344000000","","199.99999999999997","105.55379854572402","-713.67018003563157","0","-902.35651383960658","177.21115440980384","0","-9144.3307623393357","1","-4837.2663398481563","919.59288346312439","7993.8776796182647","1","0","0","0","0","0","0"
"1289","2026-04-07","17:52:36.34","1775584356346000000","","199.99999999999997","103.71295892440969","-713.33490730356289","0","-920.41981065716527","167.63636603434406","0","-9031.6484087793469","1","-4787.3941877298876","935.56110386621606","7984.1102015458318","1","0","0","0","0","0","0"
"1290","2026-04-07","17:52:36.34","1775584356348000000","","199.99999999999997","101.8364678501095","-713.01855806608012","0","-938.24553715009529","158.17461874138417","0","-8912.8632464650073","1","-4730.8736464799495","951.48510130009549","7961.9987169397173","1","0","0","0","0","0","0"
"1291","2026-04-07","17:52:36.35","1775584356350000000","","199.99999999999997","99.924824319907032","-712.72087920423564","0","-955.82176510123418","148.83943092223717","0","-8788.1139755694439","1","-4667.5939095734975","967.34090311456089","7927.9009072326971","1","0","0","0","0","0","0"
"1292","2026-04-07","17:52:36.35","1775584356352000000","","199.99999999999997","97.97855063251933","-712.44159011907391","0","-973.13684369385101","139.64454258086789","0","-8657.5392963084141","1","-4597.4441706846392","983.10524097222185","7882.1689288304806","1","0","0","0","0","0","0"
"1293","2026-04-07","17:52:36.35","1775584356354000000","","199.99999999999997","95.998191833496094","-712.18038228840487","0","-990.17939951161793","130.60391533451821","0","-8521.2779088834614","1","-4520.3136231748431","998.75553861688002","7825.1488223290835","1","0","0","0","0","0","0"
"1294","2026-04-07","17:52:36.35","1775584356356000000","","199.99999999999997","93.98431516041893","-711.93691882357848","0","-1006.9383365385818","121.73173241319546","0","-8379.4685134819247","1","-4436.0914606613733","1014.2698991232086","7757.1802531642788","1","0","0","0","0","0","0"
"1295","2026-04-07","17:52:36.35","1775584356358000000","","199.99999999999997","91.937509488100488","-711.71083402625857","0","-1023.4028361592209","113.04239865995669","0","-8232.2498103195576","1","-4344.6668766193852","1029.6270921812097","7678.5965290005715","1","0","0","0","0","0","0"
"1296","2026-04-07","17:52:36.36","1775584356360000000","","199.99999999999997","89.858384773783769","-711.50173294519664","0","-1039.5623571583599","104.55054053096546","0","-8079.7604995694883","1","-4245.9290644956127","1044.806541875558","7589.724847174125","1","0","0","0","0","0","0"
"1297","2026-04-07","17:52:36.36","1775584356362000000","","199.99999999999997","87.747571502341231","-711.30919093300645","0","-1055.4066357212689","96.271006095093981","0","-7922.1392814545197","1","-4139.7672179357414","1059.7883153437053","7490.8867340736833","1","0","0","0","0","0","0"
"1298","2026-04-07","17:52:36.36","1775584356364000000","","199.99999999999997","85.605720131474015","-711.13275320293769","0","-1070.9256854336074","88.218865034377814","0","-7759.5248561692642","1","-4026.0705303580835","1074.5531126330591","7382.3986446768686","1","0","0","0","0","0","0"
"1299","2026-04-07","17:52:36.36","1775584356366000000","","199.99999999999997","83.433500536911254","-710.97193438565046","0","-1086.1097972813809","80.409408643618008","0","-7592.0559238867327","1","-3904.7281953799029","1089.0822580269216","7264.5726969312818","1","0","0","0","0","0","0"
"1300","2026-04-07","17:52:36.36","1775584356368000000","","200","81.231601457608974","-710.82621808598867","1.4210854715202004E-11","-1100.9495396511397","72.858149830892671","7.1054273576010019E-09","-7419.8711848794119","1","-3775.6294063626683","1103.3576930691322","7137.7175211052872","1","0","0","0","0","0","0"
"1301","2026-04-07","17:52:36.37","1775584356370000000","","200","79.000729940949697","-710.69505643975447","0","-1115.4357583296387","65.580823117102227","-7.1054273576010019E-09","-7243.1093392494859","1","-3638.663356895222","1117.3619714851284","7002.1392079980842","1","0","0","0","0","0","0"
"1302","2026-04-07","17:52:36.37","1775584356372000000","","200","76.741610787941397","-710.57786967048276","0","-1129.5595765041496","58.593384635855728","0","-7061.909087255458","1","-3493.7192406232498","1131.0782561765209","6858.1423456962511","1","0","0","0","0","0","0"
"1303","2026-04-07","17:52:36.37","1775584356374000000","","200","74.454985998416703","-710.47404564621422","0","-1143.3123947623471","51.912012134266661","0","-6876.4091290987608","1","-3340.6862507945334","1144.4903184479288","6706.0311357039382","1","0","0","0","0","0","0"
"1304","2026-04-07","17:52:36.37","1775584356376000000","","200","72.141614216232199","-710.38293943627025","0","-1156.6858910922519","45.553104971986613","0","-6686.7481649524052","1","-3179.4535811400237","1157.5825396162752","6546.1105841732206","1","0","0","0","0","0","0"
"1305","2026-04-07","17:52:36.37","1775584356378000000","","200","69.802270174467651","-710.3038728680267","0","-1169.672020882274","39.533284121773704","0","-6493.0648950110026","1","-3009.9104251064546","1170.3399151478495","6378.6877657871628","1","0","0","0","0","0","0"
"1306","2026-04-07","17:52:36.38","1775584356380000000","","200","67.437744140625","-710.23613408368806","0","-1182.2630169213255","33.869392169322055","0","-6295.4980195257804","1","-2831.9459762258248","1182.7480614677979","6204.0731599742003","1","0","0","0","0","0","0"
"1307","2026-04-07","17:52:36.38","1775584356382000000","","200","65.04884136182784","-710.17897709706119","0","-1194.45138939858","28.578493313432318","0","-6094.1862386272305","1","-2645.4494279448681","1194.7932255902122","6022.5820612071175","1","0","0","0","0","0","0"
"1308","2026-04-07","17:52:36.38","1775584356384000000","","200","62.636381510020414","-710.13162135032974","0","-1206.2299259037131","23.677873365727464","0","-5889.2682525665805","1","-2450.309973852427","1206.4622977253789","5834.5360675833717","1","0","0","0","0","0","0"
"1309","2026-04-07","17:52:36.38","1775584356386000000","","200","60.20119812716689","-710.0932512708282","0","-1217.5916914267616","19.185039750766464","0","-5680.8827615242308","1","-2246.4168074805002","1217.7428270294681","5640.2646520446069","1","0","0","0","0","0","0"
"1310","2026-04-07","17:52:36.38","1775584356388000000","","200","57.74413807045056","-710.06301582781543","0","-1228.5300283581648","15.117721506385351","0","-5469.168465701614","1","-2033.6591221905564","1228.6230406765364","5440.1068235341654","1","0","0","0","0","0","0"
"1311","2026-04-07","17:52:36.39","1775584356390000000","","200","55.266060957473144","-710.04002808924952","0","-1239.0385564887083","11.493869282958258","0","-5254.2640652717409","1","-1811.9261117135466","1239.091866447648","5234.4128855557983","1","0","0","0","0","0","0"
"1312","2026-04-07","17:52:36.39","1775584356392000000","","200","52.767838611453783","-710.02336477856147","0","-1249.1111730096804","8.3316553440226926","0","-5036.3082604860665","1","-1581.1069694677826","1249.1389590507499","5023.5463015509367","1","0","0","0","0","0","0"
"1313","2026-04-07","17:52:36.39","1775584356394000000","","200","50.25035450642838","-710.0120658314288","0","-1258.7420525127015","5.6494735663363826","0","-4815.4397515105529","1","-1341.090888843155","1258.7547304044047","4807.8856768273681","1","0","0","0","0","0","0"
"1314","2026-04-07","17:52:36.39","1775584356396000000","","200","47.714503212448875","-710.0051339525503","0","-1267.9256469897523","3.4659394392519971","0","-4591.7972385253734","1","-1091.7670635421928","1267.930384142039","4587.8268688171602","1","0","0","0","0","0","0"
"1315","2026-04-07","17:52:36.39","1775584356398000000","","200","45.161189840782185","-710.00153417242029","0","-1276.6566858333447","1.7998900650013638","0","-4365.5194217961935","1","-833.02468712531663","1276.6579546171424","4363.7852375517241","1","0","0","0","0","0","0"
"1316","2026-04-07","17:52:36.40","1775584356400000000","","200","42.591329489109711","-710.00019340410131","0","-1284.9301758362371","0.67038415949127739","0","-4136.7450014462293","1","-564.75295275504322","1284.930350715347","4136.1980491022905","1","0","0","0","0","0","0"
"1317","2026-04-07","17:52:36.40","1775584356402000000","","200","40.005846686726358","-710","0","-1292.7414011916767","0.096702050655039784","0","-3905.6126777197733","1","-286.8410544181188","1292.7414048085202","3905.5270465865988","1","0","0","0","0","0","0"
"1318","2026-04-07","17:52:36.40","1775584356404000000","","200","37.40567483973976","-710","0","-1300.0859234932989","0","0","-3672.2611508110958","1","-48.351025327519892","1300.0859234932989","3672.2593423893386","1","0","0","0","0","0","0"
"1319","2026-04-07","17:52:36.40","1775584356406000000","","200","34.79175567626956","-710","0","-1306.9595817351001","0","0","-3436.8291209005974","1","0","1306.9595817351001","3436.8291209005974","1","0","0","0","0","0","0"
"1320","2026-04-07","17:52:36.40","1775584356408000000","","200","32.165038691646544","-710","0","-1313.3584923115079","0","0","-3199.4552882039216","1","0","1313.3584923115079","3199.4552882039216","1","0","0","0","0","0","0"
"1321","2026-04-07","17:52:36.41","1775584356410000000","","200","29.52648059361178","-710","0","-1319.279049017382","0","0","-2960.2783529370527","1","0","1319.279049017382","2960.2783529370527","1","0","0","0","0","0","0"
"1322","2026-04-07","17:52:36.41","1775584356412000000","","200","26.877044747515981","-710","0","-1324.7179230478991","0","0","-2719.4370152585634","1","0","1324.7179230478991","2719.4370152585634","1","0","0","0","0","0","0"
"1323","2026-04-07","17:52:36.41","1775584356414000000","","200","24.217700621518759","-710","0","-1329.6720629986112","0","0","-2477.0699753560166","1","0","1329.6720629986112","2477.0699753560166","1","0","0","0","0","0","0"
"1324","2026-04-07","17:52:36.41","1775584356416000000","","200","21.54942323178733","-710","0","-1334.1386948657146","0","0","-2233.3159335516939","1","0","1334.1386948657146","2233.3159335516939","1","0","0","0","0","0","0"
"1325","2026-04-07","17:52:36.41","1775584356418000000","","200","18.873192587696423","-710","0","-1338.1153220454535","0","0","-1988.3135898694491","1","0","1338.1153220454535","1988.3135898694491","1","0","0","0","0","0","0"
"1326","2026-04-07","17:52:36.42","1775584356420000000","","200","16.189993137027045","-710","0","-1341.5997253346886","0","0","-1742.2016446175803","1","0","1341.5997253346886","1742.2016446175803","1","0","0","0","0","0","0"
"1327","2026-04-07","17:52:36.42","1775584356422000000","","200","13.500813211165706","-710","0","-1344.5899629306693","0","0","-1495.118797990358","1","0","1344.5899629306693","1495.118797990358","1","0","0","0","0","0","0"
"1328","2026-04-07","17:52:36.42","1775584356424000000","","200","10.80664447030378","-710","0","-1347.084370430963","0","0","-1247.2037501468094","1","0","1347.084370430963","1247.2037501468094","1","0","0","0","0","0","0"
"1329","2026-04-07","17:52:36.42","1775584356426000000","","200","8.1084813486366158","-710","0","-1349.0815608335822","0","0","-998.59520130962665","1","0","1349.0815608335822","998.59520130962665","1","0","0","0","0","0","0"
"1330","2026-04-07","17:52:36.42","1775584356428000000","","200","5.4073204995627577","-710","0","-1350.5804245369291","0","0","-749.43185167342108","1","0","1350.5804245369291","749.43185167342108","1","0","0","0","0","0","0"
"1331","2026-04-07","17:52:36.43","1775584356430000000","","200","2.7041602408830556","-710","0","-1351.5801293398511","0","0","-499.85240146099841","1","0","1351.5801293398511","499.85240146099841","1","0","0","0","0","0","0"
"1332","2026-04-07","17:52:36.43","1775584356432000000","","200","5.6843418860808015E-14","-710","0","-1352.0801204414993","0","0","-249.99555082411007","1","0","1352.0801204414993","249.99555082411007","1","0","0","0","0","0","0"
"1333","2026-04-07","17:52:36.43","1775584356434000000","","200","-2.7041602408829419","-710","0","-1352.0801204414993","0","0","0","1","0","1352.0801204414993","0","1","0","0","0","0","0","0"
"1334","2026-04-07","17:52:36.43","1775584356436000000","","200","-5.4073204995626725","-710","0","-1351.5801293398652","0","0","249.99555081706148","1","0","1351.5801293398652","-249.99555081706148","1","0","0","0","0","0","0"
"1335","2026-04-07","17:52:36.43","1775584356438000000","","200","-8.108481348636559","-710","0","-1350.5804245369432","0","0","499.85240146099841","1","0","1350.5804245369432","-499.85240146099841","1","0","0","0","0","0","0"
"1336","2026-04-07","17:52:36.44","1775584356440000000","","200","-10.806644470303752","-710","0","-1349.0815608335963","0","0","749.43185167342108","1","0","1349.0815608335963","-749.43185167342108","1","0","0","0","0","0","0"
"1337","2026-04-07","17:52:36.44","1775584356442000000","","200","-13.500813211165621","-710","0","-1347.0843704309345","0","0","998.59520133088608","1","0","1347.0843704309345","-998.59520133088608","1","0","0","0","0","0","0"
"1338","2026-04-07","17:52:36.44","1775584356444000000","","200","-16.18999313702696","-710","0","-1344.5899629306693","0","0","1247.2037501325985","1","0","1344.5899629306693","-1247.2037501325985","1","0","0","0","0","0","0"
"1339","2026-04-07","17:52:36.44","1775584356446000000","","200","-18.873192587696394","-710","0","-1341.599725334717","0","0","1495.1187979761471","1","0","1341.599725334717","-1495.1187979761471","1","0","0","0","0","0","0"
"1340","2026-04-07","17:52:36.44","1775584356448000000","","200","-21.549423231787273","-710","0","-1338.1153220454394","0","0","1742.2016446388398","1","0","1338.1153220454394","-1742.2016446388398","1","0","0","0","0","0","0"
"1341","2026-04-07","17:52:36.45","1775584356450000000","","200","-24.217700621518645","-710","0","-1334.1386948656861","0","0","1988.3135898766113","1","0","1334.1386948656861","-1988.3135898766113","1","0","0","0","0","0","0"
"1342","2026-04-07","17:52:36.45","1775584356452000000","","200","-26.877044747515924","-710","0","-1329.6720629986396","0","0","2233.3159335232722","1","0","1329.6720629986396","-2233.3159335232722","1","0","0","0","0","0","0"
"1343","2026-04-07","17:52:36.45","1775584356454000000","","200","-29.526480593611666","-710","0","-1324.7179230478707","0","0","2477.0699753844383","1","0","1324.7179230478707","-2477.0699753844383","1","0","0","0","0","0","0"
"1344","2026-04-07","17:52:36.45","1775584356456000000","","200","-32.165038691646402","-710","0","-1319.2790490173677","0","0","2719.4370152515148","1","0","1319.2790490173677","-2719.4370152515148","1","0","0","0","0","0","0"
"1345","2026-04-07","17:52:36.45","1775584356458000000","","200","-34.791755676269503","-710","0","-1313.3584923115507","0","0","2960.2783529085173","1","0","1313.3584923115507","-2960.2783529085173","1","0","0","0","0","0","0"
"1346","2026-04-07","17:52:36.46","1775584356460000000","","200","-37.405674839739675","-710","0","-1306.9595817350857","0","0","3199.455288232457","1","0","1306.9595817350857","-3199.455288232457","1","0","0","0","0","0","0"
"1347","2026-04-07","17:52:36.46","1775584356462000000","","200","-40.005846686726244","-710","0","-1300.0859234932846","0","0","3436.8291209005974","1","0","1300.0859234932846","-3436.8291209005974","1","0","0","0","0","0","0"
"1348","2026-04-07","17:52:36.46","1775584356464000000","","200","-42.59132948910954","-710","0","-1292.7414011916483","0","0","3672.2611508181444","1","0","1292.7414011916483","-3672.2611508181444","1","0","0","0","0","0","0"
"1349","2026-04-07","17:52:36.46","1775584356466000000","","200","-45.161189840782043","-710.00019340410142","0","-1284.9301758362515","-0.096702050711883203","0","3905.6126776984001","1","-48.351025355941601","1284.930179475082","-3905.6108582831257","1","0","0","0","0","0","0"
"1350","2026-04-07","17:52:36.46","1775584356468000000","","200","-47.714503212448761","-710.00153417242029","0","-1276.656685833359","-0.67038415943443397","0","4136.7450014462293","1","-286.84105436127538","1276.6568618457886","-4136.6588146466938","1","0","0","0","0","0","0"
"1351","2026-04-07","17:52:36.47","1775584356470000000","","200","-50.250354506428295","-710.00513395255041","0","-1267.9256469897666","-1.7998900650582073","0","4365.5194217961935","1","-564.75295281188664","1267.9269245105036","-4364.968667642529","1","0","0","0","0","0","0"
"1352","2026-04-07","17:52:36.47","1775584356472000000","","200","-52.767838611453726","-710.0120658314288","0","-1258.7420525127156","-3.4659394391951537","0","4591.797238525487","1","-833.02468706847321","1258.746824226429","-4590.0501420372848","1","0","0","0","0","0","0"
"1353","2026-04-07","17:52:36.47","1775584356474000000","","200","-55.26606095747303","-710.02336477856147","0","-1249.111173009652","-5.6494735663363826","0","4815.4397515318124","1","-1091.7670635706145","1249.1239486492625","-4811.4377885832482","1","0","0","0","0","0","0"
"1354","2026-04-07","17:52:36.47","1775584356476000000","","200","-57.744138070450475","-710.04002808924963","0","-1239.0385564887224","-8.331655344079536","0","5036.3082604648071","1","-1341.0908888715767","1239.0665684080213","-5028.6901206205812","1","0","0","0","0","0","0"
"1355","2026-04-07","17:52:36.47","1775584356478000000","","200","-60.201198127166748","-710.06301582781555","0","-1228.5300283581364","-11.493869282958258","0","5254.2640652930004","1","-1581.1069694393609","1228.5837942968062","-5241.3870556075608","1","0","0","0","0","0","0"
"1356","2026-04-07","17:52:36.48","1775584356480000000","","200","-62.636381510020271","-710.09325127082832","0","-1217.5916914267616","-15.117721506385351","0","5469.1684656874031","1","-1811.9261117135466","1217.6855392649725","-5449.1275159168708","1","0","0","0","0","0","0"
"1357","2026-04-07","17:52:36.48","1775584356482000000","","200","-65.048841361827726","-710.13162135032997","0","-1206.2299259037275","-19.185039750823307","0","5680.8827615170685","1","-2033.6591222189782","1206.3824849093064","-5651.5271778330316","1","0","0","0","0","0","0"
"1358","2026-04-07","17:52:36.48","1775584356484000000","","200","-67.437744140624972","-710.17897709706131","0","-1194.4513893986225","-23.677873365670621","0","5889.2682525524833","1","-2246.4168074236568","1194.6860522009206","-5848.216354192914","1","0","0","0","0","0","0"
"1359","2026-04-07","17:52:36.48","1775584356486000000","","200","-69.802270174467537","-710.23613408368817","0","-1182.2630169212828","-28.578493313432318","0","6094.1862386698631","1","-2450.3099738808487","1182.6083762006251","-6038.8380001477344","1","0","0","0","0","0","0"
"1360","2026-04-07","17:52:36.48","1775584356488000000","","200","-72.141614216232028","-710.30387286802682","0","-1169.6720208822455","-33.869392169322055","0","6295.4980195186181","1","-2645.4494279448681","1170.1622845403433","-6223.0458301409044","1","0","0","0","0","0","0"
"1361","2026-04-07","17:52:36.49","1775584356490000000","","200","-74.454985998416532","-710.38293943627036","0","-1156.6858910922519","-39.533284121773704","0","6493.0648949967917","1","-2831.9459762258248","1157.3612794652022","-6400.50253757056","1","0","0","0","0","0","0"
"1362","2026-04-07","17:52:36.49","1775584356492000000","","200","-76.741610787941255","-710.47404564621422","0","-1143.3123947623612","-45.55310497192977","0","6686.7481649453566","1","-3009.9104250780329","1144.2195232514734","-6570.8781068643702","1","0","0","0","0","0","0"
"1363","2026-04-07","17:52:36.49","1775584356494000000","","200","-79.000729940949583","-710.57786967048276","0","-1129.5595765041639","-51.912012134266661","0","6876.4091290986471","1","-3179.4535811684455","1130.7518268285462","-6733.8482114636236","1","0","0","0","0","0","0"
