"Version","0.1"
"TraceType","Singola","0"
"SamplingIntervalType","Ora","1"
"SamplingInterval","1000"
"TotalTraceTime","1024"

"EnableTriggerCondition","Trigger 1","1"
"Triggers","Velocità effettiva (16 bit):0:≠:3:0:Filtrato con gli ultimi 8 valori:8:::=:2:0:Nessun filtro:0"
"PostTriggerDataRatio","100"

"Index","Offset","Velocità istruzioni di posizione interna (16 bit):2","Errore di inseguimento posizione encoder (16 bit):6","Tensione fra P e N (16 bit):9","Istruzione di coppia (16 bit):4"
"368","368","779","7800","338","19.9"
"369","369","791","7959","338","17.8"
"370","370","801","8120","338","19.8"
"371","371","812","8272","338","18.8"
"372","372","821","8419","338","16"
"373","373","831","8566","337","17.6"
"374","374","840","8707","337","15.75"
"375","375","848","8847","337","17.15"
"376","376","855","8981","337","17.25"
"377","377","863","9112","337","17"
"378","378","870","9242","337","19.45"
"379","379","876","9366","337","20.6"
"380","380","881","9481","337","17.4"
"381","381","886","9595","337","21.25"
"382","382","891","9699","337","18.55"
"383","383","895","9798","336","17.75"
"384","384","897","9887","336","16.35"
"385","385","901","9971","336","15.35"
"386","386","903","10048","336","14.45"
"387","387","905","10113","336","9.7"
"388","388","906","10172","336","8.8"
"389","389","906","10224","336","6.5"
"390","390","906","10269","336","4.7"
"391","391","906","10307","336","2.5"
"392","392","905","10339","336","0.1"
"393","393","904","10360","336","-3.8"
"394","394","900","10373","336","-6.75"
"395","395","898","10384","336","-7.95"
"396","396","895","10394","336","-6.3"
"397","397","891","10403","337","-4.8"
"398","398","886","10412","337","-0.35"
"399","399","882","10418","337","1"
"400","400","876","10418","337","1.95"
"401","401","870","10409","337","-0.4"
"402","402","864","10390","337","-2.55"
"403","403","857","10363","337","-4.25"
"404","404","850","10330","337","-5.45"
"405","405","842","10285","337","-9.25"
"406","406","833","10232","337","-12.55"
"407","407","824","10178","338","-11.75"
"408","408","815","10118","338","-11.55"
"409","409","805","10054","338","-12.55"
"410","410","796","9989","338","-9.8"
"411","411","784","9915","338","-11"
"412","412","773","9838","338","-10.35"
"413","413","762","9756","338","-10.95"
"414","414","750","9669","338","-11.5"
"415","415","737","9576","338","-10.8"
"416","416","725","9478","338","-10.55"
"417","417","712","9374","338","-10.6"
"418","418","699","9264","338","-11.9"
"419","419","684","9149","339","-11.55"
"420","420","670","9029","339","-11.95"
"421","421","655","8902","339","-13"
"422","422","641","8773","339","-12.35"
"423","423","626","8634","339","-14.15"
"424","424","610","8488","339","-18.15"
"425","425","594","8340","339","-16.65"
"426","426","578","8186","339","-17.05"
"427","427","561","8027","339","-19.6"
"428","428","545","7866","339","-19.3"
"429","429","528","7701","339","-19.35"
"430","430","511","7528","339","-22.95"
"431","431","494","7357","339","-20.8"
"432","432","475","7179","339","-20.95"
"433","433","458","6998","339","-23.05"
"434","434","441","6816","339","-22.8"
"435","435","422","6633","339","-21.15"
"436","436","404","6445","339","-22.05"
"437","437","386","6252","340","-24.9"
"438","438","367","6059","340","-23.4"
"439","439","348","5864","340","-22.3"
"440","440","330","5666","340","-23.65"
"441","441","311","5463","340","-24.45"
"442","442","292","5257","340","-25.4"
"443","443","273","5053","340","-25.1"
"444","444","255","4847","340","-24"
"445","445","235","4639","340","-23.9"
"446","446","216","4428","340","-24.9"
"447","447","198","4217","340","-25.3"
"448","448","179","4007","340","-23.85"
"449","449","160","3796","340","-23.5"
"450","450","142","3588","340","-22.4"
"451","451","125","3381","340","-21"
"452","452","108","3176","340","-21.1"
"453","453","92","2972","340","-20.65"
"454","454","77","2772","340","-19.7"
"455","455","64","2574","340","-20.75"
"456","456","51","2382","340","-20.75"
"457","457","40","2198","340","-19.6"
"458","458","29","2020","340","-18.6"
"459","459","20","1851","340","-17.65"
"460","460","14","1694","340","-16.8"
"461","461","7","1547","340","-14.45"
"462","462","3","1412","340","-12.95"
"463","463","2","1292","340","-10.7"
"464","464","0","1184","340","-8.1"
"465","465","0","1089","340","-6.8"
"466","466","0","1003","340","-5"
"467","467","6","940","340","-2.25"
"468","468","20","913","340","4.6"
"469","469","42","934","340","18.35"
"470","470","62","981","340","25.8"
"471","471","82","1037","340","24"
"472","472","104","1109","340","22.5"
"473","473","125","1199","340","24.55"
"474","474","145","1306","340","27.85"
"475","475","166","1428","340","33.35"
"476","476","187","1548","340","26.6"
"477","477","207","1684","340","28.15"
"478","478","228","1831","340","31.85"
"479","479","248","1986","340","32.1"
"480","480","269","2142","340","28.75"
"481","481","289","2309","340","30.4"
"482","482","310","2480","340","30.75"
"483","483","331","2657","340","31.2"
"484","484","352","2840","340","31.05"
"485","485","372","3031","340","33.8"
"486","486","392","3228","340","36.25"
"487","487","413","3434","339","39.15"
"488","488","433","3645","339","43.05"
"489","489","454","3860","339","43.4"
"490","490","474","4076","339","44.8"
"491","491","494","4291","339","44.2"
"492","492","515","4507","339","44.35"
"493","493","536","4724","339","44.95"
"494","494","556","4940","339","43.2"
"495","495","576","5152","338","39.35"
"496","496","597","5365","338","37.8"
"497","497","617","5580","339","38.2"
"498","498","637","5796","339","37.9"
"499","499","657","6006","338","32.6"
"500","500","676","6218","338","33.8"
"501","501","677","6394","338","30.55"
"502","502","659","6501","338","15.2"
"503","503","638","6562","338","3.6"
"504","504","618","6592","338","-0.35"
"505","505","597","6583","338","-8.85"
"506","506","576","6540","338","-19.4"
"507","507","556","6474","338","-27.5"
"508","508","535","6393","338","-28.6"
"509","509","514","6301","338","-29.15"
"510","510","494","6195","338","-30.2"
"511","511","473","6074","338","-35.5"
"512","512","453","5954","338","-30.75"
"513","513","432","5825","338","-28.4"
"514","514","411","5688","338","-30"
"515","515","391","5544","338","-29.6"
"516","516","371","5391","338","-30.85"
"517","517","350","5241","339","-25.2"
"518","518","329","5084","339","-23.25"
"519","519","309","4913","339","-28.6"
"520","520","288","4738","339","-29"
"521","521","268","4555","339","-30.75"
"522","522","248","4365","339","-32.7"
"523","523","227","4169","339","-34.9"
"524","524","207","3969","339","-36.1"
"525","525","186","3762","339","-37.65"
"526","526","166","3558","339","-37.75"
"527","527","146","3352","339","-36.65"
"528","528","125","3147","339","-34.5"
"529","529","105","2943","339","-32.3"
"530","530","84","2738","339","-30.65"
"531","531","64","2534","339","-28.05"
"532","532","44","2328","339","-26.85"
"533","533","24","2119","339","-27.25"
"534","534","7","1916","339","-25.3"
"535","535","0","1740","339","-20.3"
"536","536","0","1589","339","-14"
"537","537","0","1454","339","-11.6"
"538","538","0","1332","339","-11"
"539","539","-4","1216","339","-8.55"
"540","540","-19","1081","339","-11.95"
"541","541","-38","929","339","-16.7"
"542","542","-58","770","339","-16.7"
"543","543","-76","605","339","-16.6"
"544","544","-95","428","339","-19.15"
"545","545","-114","240","339","-23.95"
"546","546","-134","44","339","-27.3"
"547","547","-153","-159","339","-30.25"
"548","548","-171","-365","339","-32.5"
"549","549","-191","-578","339","-34.8"
"550","550","-210","-793","339","-37.9"
"551","551","-229","-1011","339","-39.15"
"552","552","-248","-1229","339","-40.05"
"553","553","-267","-1449","339","-41.85"
"554","554","-286","-1668","339","-41.7"
"555","555","-305","-1886","339","-41.15"
"556","556","-311","-2077","339","-39.75"
"557","557","-298","-2209","339","-28.1"
"558","558","-280","-2297","339","-21.05"
"559","559","-260","-2352","339","-18.9"
"560","560","-242","-2377","339","-15.85"
"561","561","-222","-2371","338","-11.35"
"562","562","-203","-2338","338","-5.05"
"563","563","-184","-2285","338","-2.5"
"564","564","-165","-2211","338","1.05"
"565","565","-146","-2117","338","6.65"
"566","566","-126","-1995","338","18.1"
"567","567","-108","-1860","338","25.45"
"568","568","-89","-1722","338","24.05"
"569","569","-69","-1577","338","24.9"
"570","570","-50","-1424","338","27.1"
"571","571","-31","-1260","338","31.8"
"572","572","-13","-1099","338","30.15"
"573","573","-2","-950","338","28.65"
"574","574","0","-818","338","29.3"
"575","575","-1","-711","338","25.35"
"576","576","-4","-620","338","24.7"
"577","577","-8","-546","338","24.9"
"578","578","-14","-497","338","19.9"
"579","579","-23","-470","338","15.8"
"580","580","-32","-465","338","11.15"
"581","581","-44","-483","338","5.5"
"582","582","-57","-526","338","-1.5"
"583","583","-72","-598","338","-13.5"
"584","584","-87","-695","338","-24.65"
"585","585","-104","-802","338","-28.45"
"586","586","-123","-917","338","-28.15"
"587","587","-142","-1043","338","-29.3"
"588","588","-162","-1189","338","-35.8"
"589","589","-183","-1346","338","-41.35"
"590","590","-204","-1502","338","-36"
"591","591","-225","-1677","338","-42.95"
"592","592","-248","-1863","338","-46.9"
"593","593","-270","-2053","338","-47.4"
"594","594","-292","-2255","338","-53.15"
"595","595","-314","-2452","338","-49.35"
"596","596","-336","-2657","338","-50.1"
"597","597","-358","-2869","338","-54.15"
"598","598","-381","-3081","338","-52.6"
"599","599","-402","-3296","338","-53.25"
"600","600","-424","-3512","338","-52.9"
"601","601","-446","-3727","337","-51.05"
"602","602","-468","-3942","337","-48.95"
"603","603","-489","-4153","337","-46.7"
"604","604","-511","-4368","337","-45.55"
"605","605","-531","-4582","337","-44.2"
"606","606","-553","-4799","337","-43.6"
"607","607","-573","-5010","337","-38.7"
"608","608","-593","-5218","337","-34.55"
"609","609","-613","-5429","336","-34"
"610","610","-634","-5640","336","-31.65"
"611","611","-654","-5849","336","-28.3"
"612","612","-673","-6053","336","-23.55"
"613","613","-693","-6268","336","-25.75"
"614","614","-711","-6480","336","-25.5"
"615","615","-730","-6691","336","-23"
"616","616","-748","-6908","336","-24.45"
"617","617","-766","-7127","336","-26.2"
"618","618","-784","-7339","336","-22.2"
"619","619","-800","-7555","336","-24.4"
"620","620","-817","-7772","336","-26.35"
"621","621","-834","-7983","336","-23.25"
"622","622","-850","-8199","336","-25.95"
"623","623","-865","-8413","336","-28.45"
"624","624","-881","-8623","336","-26.55"
"625","625","-895","-8835","336","-30.15"
"626","626","-910","-9044","336","-31.15"
"627","627","-923","-9251","336","-33.3"
"628","628","-937","-9458","336","-35.65"
"629","629","-949","-9656","336","-35.6"
"630","630","-962","-9852","336","-37.05"
"631","631","-974","-10039","336","-35.4"
"632","632","-986","-10226","336","-37.5"
"633","633","-996","-10401","336","-36.2"
"634","634","-1007","-10577","336","-37.75"
"635","635","-1016","-10743","336","-37.5"
"636","636","-1026","-10901","336","-35.7"
"637","637","-1034","-11053","336","-34.85"
"638","638","-1042","-11200","336","-35.2"
"639","639","-1051","-11335","336","-31.65"
"640","640","-1057","-11464","336","-29.85"
"641","641","-1064","-11587","336","-29.45"
"642","642","-1070","-11701","336","-27.4"
"643","643","-1075","-11805","335","-22.85"
"644","644","-1079","-11904","335","-22"
"645","645","-1084","-11996","335","-19.65"
"646","646","-1087","-12082","335","-18.25"
"647","647","-1090","-12161","336","-15.85"
"648","648","-1093","-12231","336","-12.9"
"649","649","-1094","-12293","336","-9.4"
"650","650","-1096","-12351","336","-8.25"
"651","651","-1096","-12403","336","-7.75"
"652","652","-1097","-12448","336","-4.35"
"653","653","-1095","-12487","336","-3.05"
"654","654","-1094","-12523","336","-3"
"655","655","-1092","-12551","336","-0.5"
"656","656","-1090","-12578","336","-0.85"
"657","657","-1086","-12598","336","-1.35"
"658","658","-1082","-12613","336","-1.1"
"659","659","-1078","-12624","336","-1.6"
"660","660","-1073","-12631","336","-2.2"
"661","661","-1067","-12634","337","-4.4"
"662","662","-1061","-12627","337","-2.15"
"663","663","-1054","-12615","337","-3.1"
"664","664","-1047","-12599","337","-4.3"
"665","665","-1038","-12574","337","-4.65"
"666","666","-1029","-12544","337","-5.8"
"667","667","-1020","-12505","337","-5.65"
"668","668","-1010","-12457","337","-4"
"669","669","-999","-12402","337","-4.3"
"670","670","-988","-12340","337","-3.95"
"671","671","-976","-12270","337","-3.7"
"672","672","-964","-12186","337","0.25"
"673","673","-951","-12095","337","1.75"
"674","674","-938","-11999","337","1.65"
"675","675","-924","-11898","337","0.15"
"676","676","-909","-11787","337","1.55"
"677","677","-894","-11668","337","3.05"
"678","678","-878","-11536","337","7.15"
"679","679","-862","-11393","338","12.15"
"680","680","-845","-11243","338","13.25"
"681","681","-828","-11087","338","16.05"
"682","682","-810","-10927","338","16.1"
"683","683","-792","-10764","338","14.85"
"684","684","-773","-10595","338","15.95"
"685","685","-754","-10423","338","15.2"
"686","686","-734","-10242","338","16.75"
"687","687","-714","-10051","338","20.2"
"688","688","-695","-9856","338","21.95"
"689","689","-673","-9655","338","22.8"
"690","690","-653","-9451","338","23.35"
"691","691","-631","-9238","338","26.25"
"692","692","-609","-9025","338","24.65"
"693","693","-586","-8806","338","25.65"
"694","694","-564","-8583","338","26.2"
"695","695","-541","-8360","338","23.7"
"696","696","-518","-8133","338","23.25"
"697","697","-494","-7900","338","23.95"
"698","698","-471","-7665","338","23.1"
"699","699","-448","-7424","339","24.4"
"700","700","-423","-7179","339","24.75"
"701","701","-399","-6933","339","23.7"
"702","702","-375","-6685","339","22.35"
"703","703","-351","-6430","339","23.1"
"704","704","-326","-6172","339","23.6"
"705","705","-301","-5913","339","22.5"
"706","706","-277","-5652","339","22.2"
"707","707","-253","-5392","339","20.3"
"708","708","-228","-5125","339","21.55"
"709","709","-205","-4858","339","21.75"
"710","710","-181","-4591","339","20.65"
"711","711","-159","-4325","339","20.2"
"712","712","-138","-4065","339","18.8"
"713","713","-117","-3806","339","17.55"
"714","714","-98","-3550","339","17.9"
"715","715","-81","-3302","339","17.15"
"716","716","-64","-3057","339","16.45"
"717","717","-50","-2824","339","14.6"
"718","718","-36","-2597","339","14.4"
"719","719","-26","-2384","339","13.15"
"720","720","-16","-2183","339","10.85"
"721","721","-10","-1997","339","9.15"
"722","722","-4","-1823","339","8.15"
"723","723","-1","-1664","339","6.25"
"724","724","0","-1522","339","5.4"
"725","725","0","-1394","339","3.25"
"726","726","0","-1279","339","2.05"
