"Version","0.1"
"TraceType","Singola","0"
"SamplingIntervalType","Ora","1"
"SamplingInterval","1000"
"TotalTraceTime","1024"

"EnableTriggerCondition","Trigger 1","1"
"Triggers","Velocità effettiva (16 bit):0:≠:3:0:Filtrato con gli ultimi 8 valori:8:::=:2:0:Nessun filtro:0"
"PostTriggerDataRatio","100"

"Index","Offset","Velocità istruzioni di posizione interna (16 bit):2","Errore di inseguimento posizione encoder (16 bit):6","Tensione fra P e N (16 bit):9","Istruzione di coppia (16 bit):4"
"379","379","-2135","-21683","328","-78.1"
"380","380","-2164","-22097","328","-76.85"
"381","381","-2193","-22502","326","-75.25"
"382","382","-2220","-22902","326","-75.5"
"383","383","-2247","-23296","324","-77.35"
"384","384","-2272","-23673","324","-71.9"
"385","385","-2297","-24044","322","-71.9"
"386","386","-2321","-24412","322","-74.55"
"387","387","-2343","-24767","324","-73.4"
"388","388","-2364","-25108","324","-70.9"
"389","389","-2384","-25441","324","-70"
"390","390","-2403","-25759","324","-68.15"
"391","391","-2420","-26065","323","-64.9"
"392","392","-2437","-26364","323","-66.55"
"393","393","-2453","-26645","321","-62.3"
"394","394","-2467","-26910","321","-58.2"
"395","395","-2480","-27165","319","-55.85"
"396","396","-2492","-27402","319","-52.9"
"397","397","-2503","-27627","322","-48.4"
"398","398","-2511","-27843","322","-49.4"
"399","399","-2520","-28048","323","-46.8"
"400","400","-2526","-28236","323","-44.25"
"401","401","-2531","-28413","323","-42.6"
"402","402","-2536","-28575","323","-40.3"
"403","403","-2539","-28719","322","-34.55"
"404","404","-2541","-28854","322","-33.8"
"405","405","-2541","-28968","321","-28.6"
"406","406","-2540","-29075","321","-27.65"
"407","407","-2537","-29173","323","-29.9"
"408","408","-2533","-29251","323","-25.2"
"409","409","-2529","-29313","324","-19.85"
"410","410","-2522","-29364","324","-20.8"
"411","411","-2516","-29407","324","-21.45"
"412","412","-2507","-29429","324","-17.25"
"413","413","-2496","-29441","324","-16.25"
"414","414","-2486","-29437","324","-15.5"
"415","415","-2473","-29415","323","-8.75"
"416","416","-2460","-29382","323","-10.25"
"417","417","-2446","-29336","325","-8.3"
"418","418","-2429","-29276","325","-6.85"
"419","419","-2412","-29201","325","-4.85"
"420","420","-2395","-29109","325","-1"
"421","421","-2376","-29004","326","2.35"
"422","422","-2356","-28888","326","2.25"
"423","423","-2335","-28760","325","3.85"
"424","424","-2313","-28616","325","6"
"425","425","-2289","-28461","325","7.5"
"426","426","-2265","-28292","325","8.9"
"427","427","-2240","-28105","326","14.75"
"428","428","-2215","-27909","326","15.1"
"429","429","-2188","-27698","326","19.05"
"430","430","-2161","-27478","326","19.75"
"431","431","-2133","-27253","326","18.1"
"432","432","-2104","-27015","326","18.35"
"433","433","-2074","-26760","327","25.4"
"434","434","-2045","-26504","327","22.25"
"435","435","-2014","-26235","327","23.25"
"436","436","-1983","-25953","327","26.85"
"437","437","-1951","-25665","328","27.3"
"438","438","-1919","-25368","328","29.15"
"439","439","-1886","-25058","328","32.8"
"440","440","-1854","-24745","328","31.5"
"441","441","-1820","-24424","328","32.35"
"442","442","-1787","-24097","328","33.6"
"443","443","-1753","-23766","329","32.3"
"444","444","-1719","-23424","329","34.1"
"445","445","-1685","-23073","330","39.35"
"446","446","-1650","-22722","330","36.8"
"447","447","-1616","-22367","330","36.2"
"448","448","-1582","-22007","330","37.2"
"449","449","-1547","-21644","331","36.4"
"450","450","-1512","-21277","331","36.25"
"451","451","-1478","-20905","331","38.4"
"452","452","-1444","-20536","331","34.95"
"453","453","-1409","-20159","332","37.9"
"454","454","-1375","-19777","332","39.85"
"455","455","-1342","-19401","333","37.7"
"456","456","-1308","-19016","333","39.15"
"457","457","-1274","-18628","333","42.85"
"458","458","-1241","-18246","333","39.6"
"459","459","-1208","-17862","334","39.8"
"460","460","-1175","-17476","334","41.15"
"461","461","-1143","-17093","334","41.45"
"462","462","-1111","-16710","334","39.95"
"463","463","-1079","-16325","335","42.75"
"464","464","-1048","-15944","335","42.4"
"465","465","-1017","-15564","335","42.4"
"466","466","-987","-15188","335","42.1"
"467","467","-956","-14812","336","42.9"
"468","468","-927","-14437","336","44.35"
"469","469","-898","-14064","336","46.25"
"470","470","-869","-13699","336","42.45"
"471","471","-841","-13333","336","45.25"
"472","472","-813","-12974","336","43.35"
"473","473","-785","-12618","337","44.1"
"474","474","-758","-12267","337","42.7"
"475","475","-732","-11919","337","44.05"
"476","476","-706","-11580","337","40"
"477","477","-680","-11241","338","40.7"
"478","478","-656","-10909","338","40.5"
"479","479","-631","-10583","338","38.95"
"480","480","-607","-10259","338","39.8"
"481","481","-584","-9944","338","37.2"
"482","482","-560","-9628","338","39.1"
"483","483","-537","-9320","338","37.8"
"484","484","-516","-9018","338","36.2"
"485","485","-494","-8715","339","38.25"
"486","486","-473","-8420","339","38.55"
"487","487","-451","-8132","339","34.95"
"488","488","-431","-7842","339","38.05"
"489","489","-412","-7561","339","38.25"
"490","490","-392","-7286","339","35.45"
"491","491","-373","-7014","339","35.6"
"492","492","-354","-6745","339","37.15"
"493","493","-335","-6481","339","37"
"494","494","-317","-6223","339","36.05"
"495","495","-298","-5969","339","34.4"
"496","496","-276","-5708","339","36.45"
"497","497","-254","-5443","340","39.1"
"498","498","-229","-5173","340","38.85"
"499","499","-200","-4891","340","41.2"
"500","500","-172","-4603","340","43.1"
"501","501","-140","-4300","340","44.55"
"502","502","-108","-3986","340","48.8"
"503","503","-73","-3655","340","51.85"
"504","504","-37","-3314","340","54.25"
"505","505","0","-2961","340","55.8"
"506","506","38","-2596","340","57.7"
"507","507","77","-2219","340","59.7"
"508","508","115","-1836","340","60.65"
"509","509","156","-1442","340","61.45"
"510","510","196","-1038","340","63.55"
"511","511","235","-625","340","66.35"
"512","512","275","-205","340","69.15"
"513","513","314","218","340","69.6"
"514","514","353","642","340","69.15"
"515","515","390","1066","340","69.95"
"516","516","427","1490","340","68.5"
"517","517","462","1907","339","66.75"
"518","518","498","2323","339","64.8"
"519","519","530","2732","339","63.3"
"520","520","563","3134","339","61.5"
"521","521","595","3533","339","60.25"
"522","522","625","3924","339","59"
"523","523","654","4305","338","55"
"524","524","682","4676","338","50.4"
"525","525","709","5044","338","50.95"
"526","526","735","5405","338","49"
"527","527","762","5759","338","46.6"
"528","528","788","6107","338","44.2"
"529","529","813","6453","337","45.5"
"530","530","838","6788","337","41.75"
"531","531","863","7120","337","39.4"
"532","532","886","7449","337","40.8"
"533","533","909","7767","336","36.55"
"534","534","932","8083","336","36.35"
"535","535","954","8397","336","37.6"
"536","536","976","8700","336","32.6"
"537","537","996","9002","336","34.15"
"538","538","1017","9297","336","32.95"
"539","539","1036","9587","335","32.8"
"540","540","1056","9872","335","31.8"
"541","541","1074","10148","335","29.95"
"542","542","1091","10419","335","29.8"
"543","543","1108","10688","335","31.8"
"544","544","1125","10950","335","32.05"
"545","545","1140","11203","334","31"
"546","546","1156","11456","334","33.6"
"547","547","1169","11698","334","32.35"
"548","548","1183","11930","334","30.7"
"549","549","1195","12156","334","31.05"
"550","550","1208","12375","334","31.45"
"551","551","1218","12583","333","29.45"
"552","552","1229","12781","333","27.6"
"553","553","1239","12970","333","26.65"
"554","554","1248","13150","333","23.5"
"555","555","1256","13323","332","24.6"
"556","556","1264","13487","332","22.8"
"557","557","1271","13639","332","19.55"
"558","558","1277","13787","332","20.75"
"559","559","1281","13924","331","20.15"
"560","560","1287","14049","331","15.35"
"561","561","1290","14167","331","15.2"
"562","562","1293","14277","331","14"
"563","563","1295","14377","331","12.2"
"564","564","1297","14470","331","11.2"
"565","565","1297","14552","331","9"
"566","566","1298","14623","331","5.2"
"567","567","1297","14688","330","4.6"
"568","568","1296","14746","330","3.55"
"569","569","1294","14793","330","2.05"
"570","570","1292","14836","330","1.25"
"571","571","1288","14869","330","0.95"
"572","572","1284","14890","330","-3.2"
"573","573","1280","14905","330","-4.35"
"574","574","1274","14914","330","-4.6"
"575","575","1268","14917","330","-4.5"
"576","576","1261","14911","330","-5.35"
"577","577","1255","14899","330","-5.25"
"578","578","1246","14875","330","-8.55"
"579","579","1237","14846","330","-8.85"
"580","580","1228","14809","330","-9.05"
"581","581","1219","14765","330","-10.7"
"582","582","1208","14712","330","-12"
"583","583","1197","14652","330","-12.7"
"584","584","1185","14585","330","-12.45"
"585","585","1173","14509","330","-14.9"
"586","586","1160","14429","330","-13.2"
"587","587","1148","14342","330","-14.35"
"588","588","1134","14246","330","-16.25"
"589","589","1119","14146","330","-15.6"
"590","590","1104","14039","330","-14.25"
"591","591","1089","13923","330","-17.05"
"592","592","1073","13802","330","-15.9"
"593","593","1057","13673","330","-16.65"
"594","594","1040","13538","330","-17.9"
"595","595","1023","13398","331","-17.35"
"596","596","1006","13248","331","-19"
"597","597","988","13088","331","-22.5"
"598","598","969","12923","331","-23"
"599","599","950","12754","331","-22.45"
"600","600","931","12577","331","-24.25"
"601","601","911","12393","331","-25.9"
"602","602","892","12204","331","-26.6"
"603","603","871","12006","331","-29.7"
"604","604","851","11808","331","-28.4"
"605","605","829","11606","332","-27.75"
"606","606","808","11397","332","-30.5"
"607","607","787","11187","332","-28.3"
"608","608","765","10968","332","-31.75"
"609","609","743","10746","332","-32.7"
"610","610","720","10522","332","-30.35"
"611","611","698","10295","332","-29.95"
"612","612","675","10060","332","-32.45"
"613","613","652","9823","333","-33.75"
"614","614","628","9584","333","-31.45"
"615","615","605","9336","333","-35.2"
"616","616","581","9088","333","-34.35"
"617","617","558","8839","333","-33.55"
"618","618","534","8582","333","-36.4"
"619","619","510","8326","333","-35.55"
"620","620","486","8069","333","-34.05"
"621","621","462","7804","333","-37.9"
"622","622","438","7540","333","-36.5"
"623","623","413","7276","334","-34.15"
"624","624","389","7006","334","-37.1"
"625","625","365","6735","334","-37.55"
"626","626","340","6462","334","-36.55"
"627","627","316","6188","334","-38.2"
"628","628","292","5914","334","-37.2"
"629","629","267","5633","334","-40.55"
"630","630","244","5353","334","-40.05"
"631","631","220","5077","334","-38.25"
"632","632","197","4799","334","-39.3"
"633","633","174","4523","334","-39.7"
"634","634","153","4250","334","-39.45"
"635","635","132","3981","334","-39.3"
"636","636","112","3717","334","-37.85"
"637","637","95","3462","334","-36.4"
"638","638","77","3215","334","-33.9"
"639","639","62","2978","334","-31.9"
"640","640","48","2752","334","-29.45"
"641","641","35","2534","334","-27.8"
"642","642","25","2329","334","-25.9"
"643","643","17","2139","334","-22.85"
"644","644","9","1961","334","-21.3"
"645","645","4","1797","334","-18.3"
"646","646","2","1650","334","-15.3"
"647","647","0","1517","334","-13.4"
"648","648","0","1400","334","-10.3"
"649","649","0","1296","334","-7.45"
"650","650","5","1211","334","-6.05"
"651","651","19","1165","334","1.5"
"652","652","38","1161","334","13.3"
"653","653","58","1187","334","21.35"
"654","654","76","1228","334","23.15"
"655","655","96","1283","334","22.45"
"656","656","115","1350","334","22.4"
"657","657","134","1432","334","24.5"
"658","658","153","1536","334","31.15"
"659","659","171","1634","334","24.2"
"660","660","190","1744","334","24.15"
"661","661","210","1863","334","25.15"
"662","662","229","1991","334","25.95"
"663","663","248","2119","334","21.15"
"664","664","266","2256","334","21.45"
"665","665","285","2398","334","20.85"
"666","666","305","2548","334","19.85"
"667","667","323","2706","334","22"
"668","668","342","2865","334","21.1"
"669","669","362","3032","334","21.5"
"670","670","380","3202","334","21.3"
"671","671","398","3378","334","21.65"
"672","672","417","3558","334","22.5"
"673","673","437","3744","334","23.9"
"674","674","455","3934","334","25.05"
"675","675","473","4123","334","24.45"
"676","676","492","4314","334","23.5"
"677","677","511","4507","333","23.55"
"678","678","530","4704","333","23.65"
"679","679","548","4906","333","26.15"
"680","680","567","5105","333","24.55"
"681","681","585","5305","333","23.6"
"682","682","603","5510","333","25.3"
"683","683","620","5716","333","28"
"684","684","621","5883","333","24.05"
"685","685","604","5986","333","8.5"
"686","686","586","6051","333","0.75"
"687","687","567","6082","333","-2.8"
"688","688","548","6079","333","-11.8"
"689","689","529","6041","333","-22.9"
"690","690","509","5980","333","-29.35"
"691","691","491","5910","332","-29.1"
"692","692","471","5827","332","-28.15"
"693","693","452","5724","332","-34.3"
"694","694","434","5620","332","-33.65"
"695","695","414","5511","333","-28.55"
"696","696","396","5393","333","-28.75"
"697","697","377","5271","333","-27.85"
"698","698","358","5149","333","-22.35"
"699","699","339","5020","333","-20"
"700","700","321","4886","333","-18.65"
"701","701","302","4747","333","-17.05"
"702","702","283","4596","333","-18.05"
"703","703","264","4438","333","-19.8"
"704","704","246","4272","333","-22"
"705","705","227","4097","333","-24.5"
"706","706","209","3919","333","-25.2"
"707","707","189","3737","333","-24.8"
"708","708","171","3553","333","-25.3"
"709","709","152","3364","333","-25.7"
"710","710","134","3173","333","-26.25"
"711","711","115","2978","333","-27.6"
"712","712","96","2783","333","-26.2"
"713","713","77","2585","333","-27.05"
"714","714","59","2386","333","-27.5"
"715","715","40","2186","333","-26.6"
"716","716","22","1981","333","-29"
"717","717","6","1778","333","-30.05"
"718","718","0","1601","333","-26.45"
"719","719","0","1451","333","-21.25"
"720","720","0","1316","333","-19.45"
"721","721","0","1199","333","-16.75"
"722","722","-3","1091","333","-12.35"
"723","723","-12","979","333","-12.5"
"724","724","-25","862","333","-11.95"
