"Version","0.1"
"TraceType","Singola","0"
"SamplingIntervalType","Ora","1"
"SamplingInterval","1000"
"TotalTraceTime","1024"

"EnableTriggerCondition","Trigger 1","1"
"Triggers","Velocità effettiva (16 bit):0:≠:3:0:Filtrato con gli ultimi 8 valori:8:::=:2:0:Nessun filtro:0"
"PostTriggerDataRatio","100"

"Index","Offset","Velocità istruzioni di posizione interna (16 bit):2","Errore di inseguimento posizione encoder (16 bit):6","Tensione fra P e N (16 bit):9","Istruzione di coppia (16 bit):4"
"79","79","-1559","-15895","323","-72.35"
"80","80","-1581","-16201","322","-66.95"
"81","81","-1602","-16500","322","-65"
"82","82","-1622","-16789","321","-62.75"
"83","83","-1643","-17065","321","-56.25"
"84","84","-1662","-17335","323","-54.65"
"85","85","-1680","-17598","323","-52.55"
"86","86","-1698","-17852","323","-50.4"
"87","87","-1715","-18101","323","-48.2"
"88","88","-1731","-18341","322","-46"
"89","89","-1746","-18572","322","-41.25"
"90","90","-1759","-18798","321","-42.15"
"91","91","-1773","-19015","321","-38.7"
"92","92","-1786","-19228","321","-37.55"
"93","93","-1798","-19437","321","-39.4"
"94","94","-1809","-19637","323","-39.35"
"95","95","-1818","-19823","323","-33.55"
"96","96","-1827","-20007","324","-35.8"
"97","97","-1835","-20184","324","-35.7"
"98","98","-1842","-20351","323","-34.4"
"99","99","-1849","-20510","323","-33.6"
"100","100","-1854","-20662","322","-34.65"
"101","101","-1859","-20805","322","-34.1"
"102","102","-1862","-20937","322","-31.55"
"103","103","-1866","-21065","322","-34.6"
"104","104","-1867","-21179","323","-33.3"
"105","105","-1869","-21286","323","-33"
"106","106","-1868","-21383","323","-33.15"
"107","107","-1868","-21468","323","-32.55"
"108","108","-1865","-21534","323","-26.45"
"109","109","-1863","-21597","323","-27.6"
"110","110","-1860","-21648","322","-27"
"111","111","-1855","-21683","322","-23"
"112","112","-1850","-21709","322","-21.75"
"113","113","-1843","-21726","322","-20.75"
"114","114","-1836","-21733","324","-21.05"
"115","115","-1829","-21723","324","-14"
"116","116","-1820","-21704","324","-13.05"
"117","117","-1810","-21676","324","-11.95"
"118","118","-1800","-21639","324","-10.65"
"119","119","-1788","-21587","324","-7.45"
"120","120","-1777","-21526","324","-3.8"
"121","121","-1765","-21448","324","2.15"
"122","122","-1751","-21358","324","6.6"
"123","123","-1737","-21265","324","8.1"
"124","124","-1723","-21171","325","4.15"
"125","125","-1707","-21069","325","3.75"
"126","126","-1691","-20957","326","5.3"
"127","127","-1674","-20834","326","9.65"
"128","128","-1656","-20704","326","9.8"
"129","129","-1639","-20567","326","11.25"
"130","130","-1620","-20424","326","11.3"
"131","131","-1600","-20273","326","10.8"
"132","132","-1582","-20120","326","10.35"
"133","133","-1561","-19959","326","8.9"
"134","134","-1541","-19789","326","10.95"
"135","135","-1519","-19611","326","11.15"
"136","136","-1498","-19427","326","11.65"
"137","137","-1476","-19237","326","11.6"
"138","138","-1454","-19044","326","10.2"
"139","139","-1430","-18840","326","10.5"
"140","140","-1408","-18625","327","15.15"
"141","141","-1384","-18406","327","14.9"
"142","142","-1360","-18182","327","14.5"
"143","143","-1337","-17951","327","15.95"
"144","144","-1312","-17713","327","17.5"
"145","145","-1288","-17472","327","18"
"146","146","-1264","-17228","327","16.55"
"147","147","-1239","-16972","327","21.65"
"148","148","-1214","-16716","327","21.1"
"149","149","-1189","-16456","327","20.85"
"150","150","-1164","-16192","327","22.35"
"151","151","-1140","-15924","327","23.6"
"152","152","-1114","-15652","328","24.05"
"153","153","-1090","-15377","328","27.35"
"154","154","-1065","-15101","328","26.8"
"155","155","-1039","-14821","328","27.4"
"156","156","-1015","-14544","328","27.6"
"157","157","-990","-14264","328","27.1"
"158","158","-966","-13987","328","26.45"
"159","159","-940","-13706","328","26.5"
"160","160","-916","-13423","329","28.8"
"161","161","-893","-13145","329","26.55"
"162","162","-868","-12868","329","25.2"
"163","163","-844","-12588","329","26.9"
"164","164","-821","-12312","329","26.2"
"165","165","-798","-12036","329","25.2"
"166","166","-775","-11758","329","26.7"
"167","167","-753","-11484","329","25.35"
"168","168","-730","-11210","329","26.45"
"169","169","-707","-10938","329","24.7"
"170","170","-686","-10667","330","25.75"
"171","171","-664","-10399","330","24.35"
"172","172","-643","-10128","330","27"
"173","173","-622","-9863","330","26.05"
"174","174","-601","-9604","330","23.2"
"175","175","-581","-9341","330","25.65"
"176","176","-561","-9083","330","25.25"
"177","177","-542","-8830","330","23.95"
"178","178","-523","-8578","330","24.35"
"179","179","-504","-8327","330","25.3"
"180","180","-486","-8083","330","23.4"
"181","181","-468","-7839","330","24.35"
"182","182","-450","-7600","330","24.05"
"183","183","-433","-7366","330","22.4"
"184","184","-416","-7134","331","23.3"
"185","185","-400","-6904","331","25.2"
"186","186","-384","-6682","331","21.85"
"187","187","-368","-6463","331","21.15"
"188","188","-353","-6249","331","20.85"
"189","189","-337","-6034","331","22.95"
"190","190","-323","-5826","331","21.65"
"191","191","-309","-5624","331","19.7"
"192","192","-295","-5423","331","22.1"
"193","193","-281","-5224","331","21.1"
"194","194","-269","-5028","331","22"
"195","195","-255","-4837","331","22.25"
"196","196","-243","-4653","331","19.95"
"197","197","-230","-4472","331","19.75"
"198","198","-218","-4295","331","20"
"199","199","-207","-4122","331","19.85"
"200","200","-195","-3953","331","19.45"
"201","201","-184","-3787","331","19.1"
"202","202","-173","-3626","331","18.3"
"203","203","-162","-3466","331","17.95"
"204","204","-147","-3303","331","18.2"
"205","205","-131","-3131","331","20.4"
"206","206","-112","-2951","331","21.9"
"207","207","-90","-2759","331","24.25"
"208","208","-67","-2553","331","26.75"
"209","209","-42","-2336","331","28.55"
"210","210","-14","-2103","331","32.1"
"211","211","15","-1856","331","34.25"
"212","212","45","-1594","331","36.45"
"213","213","77","-1319","331","39.25"
"214","214","111","-1030","331","40.2"
"215","215","144","-727","331","43.4"
"216","216","180","-409","331","46.25"
"217","217","215","-76","331","51.15"
"218","218","250","265","331","53.2"
"219","219","286","613","331","53.4"
"220","220","321","969","331","55.4"
"221","221","357","1330","331","56.4"
"222","222","391","1692","331","55.6"
"223","223","424","2055","331","54.95"
"224","224","457","2418","331","53.95"
"225","225","489","2781","331","53.9"
"226","226","522","3146","330","53.65"
"227","227","552","3505","330","52.45"
"228","228","584","3863","330","50.5"
"229","229","612","4215","330","49.15"
"230","230","641","4564","330","46.75"
"231","231","669","4911","330","47.45"
"232","232","695","5252","330","45.95"
"233","233","723","5589","330","43.35"
"234","234","749","5922","329","42.55"
"235","235","774","6253","329","42.7"
"236","236","799","6578","329","41.9"
"237","237","824","6897","329","38.05"
"238","238","848","7215","329","40.05"
"239","239","871","7525","329","37.7"
"240","240","894","7831","328","35.25"
"241","241","916","8136","328","37.7"
"242","242","938","8431","328","34.2"
"243","243","958","8719","328","31.1"
"244","244","979","9007","328","34.65"
"245","245","998","9286","328","31.4"
"246","246","1016","9559","327","31.35"
"247","247","1035","9828","327","29.8"
"248","248","1052","10090","327","30.3"
"249","249","1068","10343","327","27.55"
"250","250","1084","10596","327","30.2"
"251","251","1099","10838","327","28.65"
"252","252","1114","11076","326","28.25"
"253","253","1127","11309","326","30.6"
"254","254","1140","11535","326","29.65"
"255","255","1151","11748","326","29"
"256","256","1162","11951","326","25.95"
"257","257","1173","12149","326","27"
"258","258","1182","12336","326","25"
"259","259","1192","12512","326","22.05"
"260","260","1199","12682","326","22.55"
"261","261","1207","12843","326","21.55"
"262","262","1212","12991","325","19"
"263","263","1218","13133","325","17.2"
"264","264","1222","13264","326","16.85"
"265","265","1227","13389","326","16.45"
"266","266","1231","13504","326","14.2"
"267","267","1232","13610","326","13.25"
"268","268","1234","13707","326","13.45"
"269","269","1235","13792","326","9"
"270","270","1236","13871","326","9.2"
"271","271","1234","13940","326","7.45"
"272","272","1233","14003","326","7.85"
"273","273","1231","14057","326","6.65"
"274","274","1228","14098","326","4.2"
"275","275","1225","14128","326","0.15"
"276","276","1220","14151","326","-0.55"
"277","277","1216","14166","326","-1.55"
"278","278","1210","14173","326","-2.15"
"279","279","1204","14171","326","-3.75"
"280","280","1196","14163","326","-3.8"
"281","281","1189","14145","326","-5.3"
"282","282","1180","14114","326","-10.15"
"283","283","1171","14076","326","-11.5"
"284","284","1161","14031","326","-12.55"
"285","285","1151","13979","326","-13.85"
"286","286","1140","13924","327","-12.85"
"287","287","1128","13855","327","-14.55"
"288","288","1116","13781","327","-16.3"
"289","289","1104","13711","327","-10.5"
"290","290","1091","13627","327","-11.8"
"291","291","1076","13535","327","-14.3"
"292","292","1062","13437","327","-14.05"
"293","293","1047","13333","327","-13.8"
"294","294","1032","13220","327","-13.15"
"295","295","1016","13096","327","-17.2"
"296","296","999","12967","327","-17.35"
"297","297","983","12834","327","-15.95"
"298","298","965","12690","327","-17.8"
"299","299","947","12539","327","-19"
"300","300","929","12384","327","-18.5"
"301","301","910","12219","327","-21.7"
"302","302","891","12048","328","-22.6"
"303","303","871","11871","328","-21.95"
"304","304","852","11688","328","-22.95"
"305","305","831","11501","328","-22.75"
"306","306","810","11304","328","-26.1"
"307","307","789","11102","328","-26.95"
"308","308","768","10898","328","-26.15"
"309","309","746","10689","328","-26.05"
"310","310","725","10473","328","-28.2"
"311","311","703","10254","328","-28.75"
"312","312","680","10031","328","-28.05"
"313","313","657","9801","328","-29.85"
"314","314","635","9566","329","-31.5"
"315","315","612","9327","329","-32.85"
"316","316","589","9085","329","-32.55"
"317","317","565","8840","329","-32.35"
"318","318","541","8590","329","-34.8"
"319","319","518","8341","329","-32.6"
"320","320","494","8087","329","-33.3"
"321","321","470","7829","329","-34.85"
"322","322","446","7569","329","-34.7"
"323","323","421","7310","329","-33.75"
"324","324","397","7046","330","-33.8"
"325","325","373","6779","330","-35.2"
"326","326","349","6513","330","-34.75"
"327","327","324","6245","330","-34.7"
"328","328","299","5974","330","-33.55"
"329","329","276","5700","330","-35.6"
"330","330","252","5427","330","-34.85"
"331","331","227","5154","330","-34.35"
"332","332","204","4884","330","-31.9"
"333","333","181","4613","330","-32.1"
"334","334","159","4342","330","-32.9"
"335","335","137","4072","330","-33.4"
"336","336","117","3807","330","-33.3"
"337","337","98","3545","330","-33.45"
"338","338","81","3292","330","-31.2"
"339","339","64","3047","330","-29.8"
"340","340","51","2812","330","-29.05"
"341","341","37","2588","330","-26.35"
"342","342","27","2376","330","-25.2"
"343","343","17","2176","330","-22.5"
"344","344","10","1990","330","-20.7"
"345","345","5","1820","330","-18"
"346","346","2","1665","330","-16.6"
"347","347","0","1527","330","-13.35"
"348","348","0","1406","330","-10.4"
"349","349","0","1297","330","-8.45"
"350","350","6","1210","330","-6.5"
"351","351","20","1163","330","1"
"352","352","39","1154","330","10.65"
"353","353","60","1180","330","19.6"
"354","354","80","1225","330","23.55"
"355","355","100","1279","330","20.45"
"356","356","120","1350","330","21.5"
"357","357","139","1437","330","23.4"
"358","358","159","1546","330","30.9"
"359","359","179","1654","330","26.2"
"360","360","199","1772","330","24.8"
"361","361","219","1903","330","28.45"
"362","362","238","2042","330","28.45"
"363","363","257","2191","330","31.35"
"364","364","277","2341","330","28.4"
"365","365","298","2501","330","30.1"
"366","366","317","2665","330","30.5"
"367","367","337","2833","330","29.85"
"368","368","356","3006","330","29.85"
"369","369","376","3182","330","29.5"
"370","370","395","3361","330","28.1"
"371","371","415","3545","330","28.85"
"372","372","435","3734","330","30.9"
"373","373","454","3928","330","31.45"
"374","374","473","4125","329","32.2"
"375","375","493","4322","329","31.7"
"376","376","512","4519","329","30.15"
"377","377","532","4720","329","30.05"
"378","378","550","4923","329","30.95"
"379","379","570","5130","329","32.15"
"380","380","589","5335","329","30.95"
"381","381","609","5542","329","29.65"
"382","382","627","5754","329","32.4"
"383","383","646","5965","329","34.25"
"384","384","646","6133","328","27.75"
"385","385","629","6241","328","13.45"
"386","386","610","6311","328","8.45"
"387","387","589","6345","328","4.55"
"388","388","570","6345","328","-3.3"
"389","389","549","6306","328","-14.7"
"390","390","529","6233","328","-27.95"
"391","391","510","6146","328","-32.45"
"392","392","490","6052","328","-30.75"
"393","393","470","5940","328","-35.25"
"394","394","451","5817","328","-40.55"
"395","395","430","5705","328","-28.95"
"396","396","411","5585","328","-26.65"
"397","397","392","5455","328","-28.2"
"398","398","372","5321","328","-26.85"
"399","399","352","5190","328","-19.35"
"400","400","333","5050","328","-18.5"
"401","401","313","4902","328","-18.7"
"402","402","294","4747","328","-18.05"
"403","403","275","4586","328","-19"
"404","404","255","4417","328","-19.85"
"405","405","236","4242","328","-20.75"
"406","406","216","4059","328","-23.1"
"407","407","196","3867","328","-26.3"
"408","408","178","3674","328","-26.9"
"409","409","158","3476","328","-26.4"
"410","410","138","3277","328","-27.35"
"411","411","119","3078","328","-25.65"
"412","412","100","2881","328","-22.8"
"413","413","81","2682","328","-22.3"
"414","414","61","2481","328","-22.15"
"415","415","42","2281","328","-20.1"
"416","416","22","2079","329","-18.2"
"417","417","6","1881","329","-17.55"
"418","418","0","1709","329","-13.05"
"419","419","0","1565","329","-6"
"420","420","0","1439","328","-1.15"
"421","421","0","1325","328","0.35"
"422","422","-3","1216","328","2.1"
"423","423","-14","1095","328","-0.95"
"424","424","-29","958","329","-5.65"
"425","425","-43","811","329","-10.5"
"426","426","-58","661","329","-11.65"
"427","427","-72","508","329","-12.25"
"428","428","-87","349","329","-14.45"
"429","429","-101","185","329","-17.55"
"430","430","-116","16","329","-21.05"
"431","431","-130","-155","329","-22.7"
"432","432","-144","-325","328","-23.5"
"433","433","-159","-499","328","-24.6"
"434","434","-174","-675","328","-26.75"
"435","435","-188","-850","328","-27.35"
"436","436","-203","-1025","328","-28.5"
"437","437","-217","-1198","328","-27.8"
"438","438","-231","-1369","328","-28.55"
"439","439","-236","-1520","328","-27.5"
"440","440","-226","-1624","328","-18.35"
"441","441","-212","-1692","328","-11.35"
"442","442","-197","-1734","328","-9.1"
"443","443","-183","-1752","328","-5.8"
"444","444","-168","-1748","328","-2.05"
"445","445","-154","-1722","328","3"
"446","446","-139","-1677","328","7.5"
"447","447","-125","-1614","328","13.4"
"448","448","-110","-1539","328","16.05"
"449","449","-96","-1459","328","16.5"
"450","450","-81","-1368","328","18.05"
"451","451","-67","-1277","328","17.25"
"452","452","-53","-1186","328","12.35"
"453","453","-38","-1085","328","14"
"454","454","-23","-977","328","15.5"
"455","455","-10","-869","328","14.3"
"456","456","-1","-766","328","14.15"
"457","457","0","-684","328","9"
"458","458","-2","-626","328","0.6"
"459","459","-4","-582","328","-3.85"
"460","460","-11","-559","328","-9.2"
"461","461","-19","-555","328","-15.2"
"462","462","-29","-570","328","-20.2"
"463","463","-42","-600","328","-22.95"
"464","464","-56","-644","328","-24.15"
"465","465","-71","-706","328","-28.1"
"466","466","-90","-788","328","-32.25"
"467","467","-110","-889","328","-36.2"
"468","468","-131","-1005","328","-38.55"
"469","469","-154","-1145","328","-45.2"
"470","470","-177","-1290","328","-43.45"
"471","471","-203","-1447","328","-41.1"
"472","472","-229","-1623","328","-45.35"
"473","473","-256","-1812","328","-46.55"
"474","474","-283","-2012","328","-46.35"
"475","475","-311","-2217","328","-43.6"
"476","476","-338","-2439","328","-47.5"
"477","477","-367","-2668","328","-47.2"
"478","478","-395","-2907","328","-47.75"
"479","479","-423","-3157","328","-49.15"
"480","480","-451","-3414","328","-51.05"
"481","481","-479","-3671","328","-47.85"
"482","482","-507","-3935","327","-47.15"
"483","483","-534","-4207","327","-49.55"
"484","484","-562","-4486","327","-51.35"
"485","485","-590","-4770","327","-52.8"
"486","486","-618","-5056","327","-52.7"
"487","487","-646","-5341","327","-49.2"
"488","488","-673","-5632","327","-51.25"
"489","489","-700","-5924","327","-51.3"
"490","490","-727","-6214","326","-48.85"
"491","491","-753","-6505","326","-46.7"
"492","492","-780","-6800","326","-48.95"
"493","493","-806","-7096","326","-48.7"
"494","494","-832","-7389","326","-45.95"
"495","495","-858","-7692","326","-51.4"
"496","496","-884","-7994","326","-52.2"
"497","497","-908","-8291","326","-49.8"
"498","498","-934","-8597","325","-54.25"
"499","499","-957","-8898","325","-55.65"
"500","500","-982","-9193","325","-51.55"
"501","501","-1006","-9487","325","-51.7"
"502","502","-1029","-9780","325","-52"
"503","503","-1052","-10071","325","-53.6"
"504","504","-1075","-10357","324","-51.25"
"505","505","-1097","-10641","324","-51.8"
"506","506","-1119","-10918","324","-49.2"
"507","507","-1140","-11195","324","-50"
"508","508","-1161","-11466","323","-48.55"
"509","509","-1181","-11734","323","-47.9"
"510","510","-1200","-11994","323","-45.3"
"511","511","-1220","-12254","323","-46.3"
"512","512","-1239","-12504","323","-43.1"
"513","513","-1258","-12750","323","-40.15"
"514","514","-1274","-12990","323","-39.85"
"515","515","-1293","-13227","323","-37.6"
"516","516","-1308","-13458","323","-36.5"
"517","517","-1325","-13688","323","-36.9"
"518","518","-1340","-13912","323","-37.75"
"519","519","-1354","-14129","323","-33.6"
"520","520","-1368","-14343","322","-34.85"
"521","521","-1382","-14554","322","-35.85"
"522","522","-1395","-14761","322","-36.25"
"523","523","-1407","-14962","322","-36.75"
"524","524","-1418","-15156","323","-36"
"525","525","-1429","-15341","323","-34.65"
"526","526","-1439","-15518","323","-32"
"527","527","-1448","-15691","323","-33.35"
"528","528","-1456","-15852","323","-30.05"
"529","529","-1464","-16004","323","-27.55"
"530","530","-1471","-16151","322","-27.45"
"531","531","-1477","-16291","322","-27.25"
"532","532","-1483","-16417","322","-22.55"
"533","533","-1487","-16542","322","-24.65"
"534","534","-1491","-16660","323","-24.55"
"535","535","-1494","-16770","323","-24.3"
"536","536","-1496","-16870","323","-22.75"
"537","537","-1499","-16964","323","-22.2"
"538","538","-1499","-17048","322","-22.2"
"539","539","-1498","-17117","322","-17.85"
"540","540","-1497","-17180","322","-17.1"
"541","541","-1495","-17234","322","-16.3"
"542","542","-1491","-17274","322","-12.25"
"543","543","-1488","-17309","322","-12.25"
"544","544","-1483","-17331","323","-10.6"
"545","545","-1478","-17341","323","-5.5"
"546","546","-1471","-17343","324","-5.5"
"547","547","-1465","-17339","324","-5.15"
"548","548","-1455","-17321","324","-2.5"
"549","549","-1447","-17297","324","-1.65"
"550","550","-1437","-17263","323","-1.75"
"551","551","-1426","-17215","323","3.15"
"552","552","-1413","-17155","324","5"
"553","553","-1401","-17088","324","6.55"
"554","554","-1387","-17007","325","9.3"
"555","555","-1373","-16912","325","15.25"
"556","556","-1356","-16815","325","13.1"
"557","557","-1341","-16712","325","10.65"
"558","558","-1323","-16597","325","13.8"
"559","559","-1305","-16475","325","12.9"
"560","560","-1285","-16337","326","16.6"
"561","561","-1265","-16195","326","15.65"
"562","562","-1244","-16045","326","13.7"
"563","563","-1223","-15881","326","16.5"
"564","564","-1200","-15707","326","18.35"
"565","565","-1177","-15525","326","17.45"
"566","566","-1153","-15335","327","16.35"
"567","567","-1127","-15132","327","18.35"
"568","568","-1101","-14920","327","17.7"
"569","569","-1075","-14699","327","18.3"
"570","570","-1047","-14467","327","18.05"
"571","571","-1019","-14222","327","21.9"
"572","572","-990","-13969","327","21.85"
"573","573","-960","-13706","327","22"
"574","574","-930","-13433","328","23.3"
"575","575","-899","-13150","328","24.45"
"576","576","-867","-12855","328","26.35"
"577","577","-835","-12547","328","30.1"
"578","578","-802","-12234","328","30"
"579","579","-770","-11909","328","32.35"
"580","580","-736","-11576","328","34.95"
"581","581","-702","-11239","328","34.25"
"582","582","-667","-10891","329","36.55"
"583","583","-632","-10540","329","35.5"
"584","584","-596","-10176","329","39.6"
"585","585","-561","-9812","329","38.7"
"586","586","-525","-9441","329","38.8"
"587","587","-489","-9062","329","40.55"
"588","588","-453","-8684","329","38.55"
"589","589","-416","-8299","329","38.55"
"590","590","-379","-7906","330","41.9"
"591","591","-343","-7516","330","38.75"
"592","592","-308","-7126","330","37"
"593","593","-272","-6730","330","39.35"
"594","594","-239","-6340","330","37.6"
"595","595","-207","-5952","330","36.15"
"596","596","-177","-5569","330","35.5"
"597","597","-148","-5193","330","34.1"
"598","598","-122","-4824","330","34.2"
"599","599","-97","-4466","330","31.95"
"600","600","-75","-4122","330","29.45"
"601","601","-56","-3793","330","27.25"
"602","602","-39","-3482","330","23.5"
"603","603","-25","-3190","330","20.65"
"604","604","-14","-2916","330","18"
"605","605","-6","-2665","330","15.15"
"606","606","-2","-2439","330","10.95"
"607","607","0","-2236","330","7.2"
"608","608","0","-2059","330","2.6"
"609","609","0","-1902","330","-1.95"
"610","610","0","-1763","330","-5.95"
"611","611","1","-1637","330","-9.35"
"612","612","3","-1520","330","-11.55"
"613","613","5","-1407","330","-9.95"
"614","614","8","-1293","330","-8.15"
"615","615","13","-1178","330","-4.55"
"616","616","19","-1061","330","-1.95"
"617","617","24","-942","330","1.55"
"618","618","32","-818","330","5.2"
"619","619","41","-688","330","10.4"
"620","620","50","-555","330","14"
"621","621","59","-420","330","17.8"
"622","622","70","-283","330","19.3"
"623","623","82","-144","330","20.25"
"624","624","94","0","330","23.75"
"625","625","107","148","330","26.4"
"626","626","121","300","330","28.5"
"627","627","135","454","330","29.4"
"628","628","149","610","330","31.1"
"629","629","165","771","330","32.35"
"630","630","181","935","330","34.15"
"631","631","198","1101","330","33.65"
"632","632","215","1272","330","36"
"633","633","233","1447","330","36.05"
"634","634","250","1625","330","36.7"
"635","635","268","1807","330","38.5"
"636","636","287","1994","330","39.7"
"637","637","306","2183","330","40.45"
"638","638","325","2376","330","40.7"
"639","639","345","2573","330","40.8"
"640","640","364","2772","330","41.2"
"641","641","385","2972","330","40.25"
"642","642","407","3178","329","39.55"
"643","643","428","3389","329","40.15"
"644","644","450","3605","329","40.9"
"645","645","472","3825","329","40.55"
"646","646","495","4049","329","40.65"
"647","647","519","4278","329","40.2"
"648","648","543","4511","329","39.1"
"649","649","568","4757","329","43.4"
"650","650","593","5009","328","45.2"
"651","651","618","5260","328","43"
"652","652","644","5519","328","44.1"
"653","653","671","5789","328","46.85"
"654","654","698","6064","328","47.8"
"655","655","725","6341","328","47.1"
"656","656","754","6625","328","47.35"
"657","657","782","6920","328","51.1"
"658","658","812","7218","328","50.55"
"659","659","842","7521","328","50.45"
"660","660","871","7831","327","53.1"
"661","661","902","8143","327","51.65"
"662","662","933","8466","327","53.65"
"663","663","964","8793","327","55.05"
"664","664","997","9123","327","53.8"
"665","665","1029","9463","327","57.05"
"666","666","1061","9805","326","57.75"
"667","667","1094","10146","326","53"
"668","668","1127","10496","326","55.3"
"669","669","1160","10849","326","54.8"
"670","670","1195","11207","325","55.1"
"671","671","1228","11567","325","54"
"672","672","1263","11933","325","55.4"
"673","673","1298","12302","325","53.5"
"674","674","1332","12675","326","54.7"
"675","675","1366","13053","326","54.2"
"676","676","1401","13433","325","53.45"
"677","677","1436","13819","325","55.85"
"678","678","1471","14207","325","54.7"
"679","679","1505","14596","325","55.6"
"680","680","1540","14986","324","53.35"
"681","681","1574","15380","324","55.45"
"682","682","1609","15777","324","56.5"
"683","683","1642","16171","324","55.3"
"684","684","1676","16571","325","57.25"
"685","685","1710","16970","325","58.1"
"686","686","1742","17361","324","54.3"
"687","687","1775","17755","324","55.15"
"688","688","1807","18146","323","54.2"
"689","689","1839","18535","323","53.3"
"690","690","1870","18920","322","52.15"
"691","691","1900","19302","322","51"
"692","692","1930","19684","322","52.55"
"693","693","1959","20056","322","48.6"
"694","694","1987","20425","323","48.95"
"695","695","2015","20789","323","47"
"696","696","2042","21148","323","45.95"
"697","697","2068","21503","323","45.75"
"698","698","2093","21852","322","45.3"
"699","699","2118","22184","322","38.1"
"700","700","2140","22516","321","39.8"
"701","701","2162","22842","321","39.65"
"702","702","2184","23158","321","37.75"
"703","703","2204","23468","321","37.7"
"704","704","2223","23769","323","36.65"
"705","705","2241","24063","323","38"
"706","706","2257","24337","323","30.4"
"707","707","2273","24607","323","30.9"
"708","708","2287","24867","323","30.75"
"709","709","2300","25116","323","29.15"
"710","710","2312","25351","322","25.5"
"711","711","2322","25574","322","25.45"
"712","712","2331","25780","322","19.3"
"713","713","2340","25982","322","22.2"
"714","714","2346","26168","324","19.85"
"715","715","2352","26342","324","17.6"
"716","716","2355","26502","324","16.05"
"717","717","2358","26649","324","15.5"
