"Version","0.1"
"TraceType","Singola","0"
"SamplingIntervalType","Ora","1"
"SamplingInterval","1000"
"TotalTraceTime","1024"

"EnableTriggerCondition","Trigger 1","1"
"Triggers","Velocità effettiva (16 bit):0:≠:3:0:Filtrato con gli ultimi 8 valori:8:::=:2:0:Nessun filtro:0"
"PostTriggerDataRatio","100"

"Index","Offset","Velocità istruzioni di posizione interna (16 bit):2","Errore di inseguimento posizione encoder (16 bit):6","Tensione fra P e N (16 bit):9","Istruzione di coppia (16 bit):4"
"275","275","-1321","-13349","334","-44.9"
"276","276","-1341","-13614","334","-42.95"
"277","277","-1359","-13874","334","-42.35"
"278","278","-1378","-14131","334","-42.95"
"279","279","-1395","-14381","334","-41"
"280","280","-1412","-14626","334","-39.9"
"281","281","-1428","-14862","333","-39.7"
"282","282","-1444","-15090","333","-34.5"
"283","283","-1458","-15315","333","-36"
"284","284","-1472","-15535","333","-36.1"
"285","285","-1485","-15747","334","-34.15"
"286","286","-1498","-15953","334","-32.9"
"287","287","-1510","-16152","335","-32.65"
"288","288","-1521","-16344","335","-32"
"289","289","-1532","-16526","334","-27.6"
"290","290","-1541","-16702","334","-27.1"
"291","291","-1551","-16872","334","-27.4"
"292","292","-1559","-17033","334","-25.2"
"293","293","-1566","-17190","333","-26.2"
"294","294","-1573","-17336","333","-24.3"
"295","295","-1579","-17474","334","-21.8"
"296","296","-1583","-17609","334","-24.65"
"297","297","-1587","-17734","334","-23.8"
"298","298","-1591","-17849","334","-20.8"
"299","299","-1593","-17958","334","-21.95"
"300","300","-1594","-18058","334","-22.2"
"301","301","-1596","-18145","334","-18.15"
"302","302","-1595","-18223","334","-17.15"
"303","303","-1594","-18291","333","-16.65"
"304","304","-1592","-18351","333","-15.95"
"305","305","-1589","-18400","334","-13.7"
"306","306","-1585","-18439","334","-12.3"
"307","307","-1580","-18468","335","-11.6"
"308","308","-1574","-18482","335","-7.35"
"309","309","-1568","-18490","334","-7.8"
"310","310","-1560","-18484","334","-4.6"
"311","311","-1551","-18465","334","-1.6"
"312","312","-1541","-18438","334","-0.45"
"313","313","-1531","-18398","334","2.6"
"314","314","-1519","-18344","334","7.65"
"315","315","-1507","-18284","335","7.35"
"316","316","-1494","-18214","335","8.25"
"317","317","-1479","-18135","335","9.35"
"318","318","-1464","-18044","335","10.75"
"319","319","-1447","-17939","336","15.75"
"320","320","-1430","-17831","336","12.35"
"321","321","-1412","-17711","336","13.9"
"322","322","-1393","-17584","336","13.4"
"323","323","-1372","-17441","336","16.2"
"324","324","-1351","-17295","336","14.3"
"325","325","-1329","-17134","336","15.85"
"326","326","-1306","-16960","336","17.55"
"327","327","-1283","-16776","336","19.65"
"328","328","-1257","-16584","336","18.15"
"329","329","-1232","-16380","337","19"
"330","330","-1205","-16163","337","21.6"
"331","331","-1178","-15937","337","21.8"
"332","332","-1149","-15699","337","22.4"
"333","333","-1120","-15446","337","26.65"
"334","334","-1090","-15184","337","27.2"
"335","335","-1060","-14912","337","27.6"
"336","336","-1028","-14630","337","28.4"
"337","337","-996","-14338","338","29.65"
"338","338","-963","-14037","338","30"
"339","339","-930","-13726","338","31.5"
"340","340","-895","-13404","338","32.95"
"341","341","-860","-13074","338","33.15"
"342","342","-824","-12735","338","34"
"343","343","-789","-12389","338","34.45"
"344","344","-752","-12033","338","34.5"
"345","345","-715","-11667","339","36.75"
"346","346","-678","-11295","339","36.8"
"347","347","-640","-10915","339","37.8"
"348","348","-602","-10529","339","38.15"
"349","349","-563","-10134","339","38.8"
"350","350","-524","-9729","339","41.95"
"351","351","-486","-9323","340","40.9"
"352","352","-446","-8908","340","42"
"353","353","-407","-8487","340","44.85"
"354","354","-369","-8067","340","42.65"
"355","355","-331","-7645","340","42.8"
"356","356","-293","-7219","340","44.05"
"357","357","-257","-6798","340","42.15"
"358","358","-223","-6381","340","40.1"
"359","359","-190","-5968","340","40.5"
"360","360","-159","-5563","340","38.6"
"361","361","-130","-5166","341","38.45"
"362","362","-104","-4783","341","35.1"
"363","363","-81","-4415","341","32.3"
"364","364","-60","-4065","341","28.8"
"365","365","-42","-3729","341","27.35"
"366","366","-27","-3415","341","24.05"
"367","367","-15","-3121","341","20.6"
"368","368","-7","-2853","341","16.9"
"369","369","-2","-2608","341","14.3"
"370","370","0","-2391","341","9.4"
"371","371","0","-2199","341","5.05"
"372","372","0","-2028","341","1"
"373","373","0","-1877","341","-2.4"
"374","374","0","-1740","341","-5.4"
"375","375","1","-1616","341","-8.2"
"376","376","3","-1497","341","-9.2"
"377","377","7","-1381","341","-7.55"
"378","378","11","-1264","341","-5.3"
"379","379","17","-1146","341","-2.6"
"380","380","24","-1021","341","1.5"
"381","381","32","-892","341","5.7"
"382","382","43","-758","341","8.95"
"383","383","53","-618","341","12.55"
"384","384","65","-473","341","16.3"
"385","385","77","-324","341","18.25"
"386","386","92","-170","341","20.75"
"387","387","106","-12","341","22.5"
"388","388","122","156","341","27.05"
"389","389","138","328","341","28.95"
"390","390","156","506","341","31.45"
"391","391","174","689","341","34.15"
"392","392","192","879","341","37.1"
"393","393","212","1074","341","38.8"
"394","394","232","1274","341","40.5"
"395","395","251","1476","340","41.25"
"396","396","273","1683","340","41.8"
"397","397","293","1892","340","41.95"
"398","398","315","2106","340","42.55"
"399","399","336","2322","340","42.75"
"400","400","358","2541","340","43.4"
"401","401","380","2763","340","42.55"
"402","402","402","2988","340","43.2"
"403","403","424","3215","340","42.65"
"404","404","447","3444","340","41.95"
"405","405","470","3676","340","40.75"
"406","406","493","3912","340","41.8"
"407","407","517","4157","339","44.4"
"408","408","539","4401","339","43.8"
"409","409","563","4647","339","42.5"
"410","410","588","4896","339","40.75"
"411","411","613","5154","339","43.75"
"412","412","636","5411","339","43.9"
"413","413","661","5672","339","43.1"
"414","414","687","5939","339","43.7"
"415","415","712","6210","338","45.9"
"416","416","737","6481","338","44.65"
"417","417","764","6758","338","44.2"
"418","418","790","7039","338","46"
"419","419","815","7323","338","46.9"
"420","420","844","7612","338","45.8"
"421","421","870","7905","337","47.4"
"422","422","895","8198","337","48.8"
"423","423","924","8495","337","46.7"
"424","424","952","8800","337","50.8"
"425","425","977","9098","336","48"
"426","426","1008","9407","336","48.5"
"427","427","1035","9723","336","54.2"
"428","428","1061","10026","336","49"
"429","429","1091","10339","335","47.75"
"430","430","1119","10656","335","52.35"
"431","431","1148","10974","335","48.85"
"432","432","1176","11291","335","50"
"433","433","1204","11610","334","48.35"
"434","434","1232","11928","334","48.45"
"435","435","1258","12242","335","44.85"
"436","436","1289","12567","335","47.6"
"437","437","1317","12893","335","49.65"
"438","438","1345","13218","335","46.25"
"439","439","1373","13550","335","51.5"
"440","440","1401","13878","335","49.3"
"441","441","1429","14206","334","50.25"
"442","442","1452","14519","334","43.7"
"443","443","1483","14852","334","47.9"
"444","444","1510","15180","334","50.6"
"445","445","1532","15488","335","42.6"
"446","446","1563","15814","335","44"
"447","447","1589","16136","335","48.65"
"448","448","1615","16448","335","38.85"
"449","449","1639","16763","334","43.4"
"450","450","1659","17062","334","38.75"
"451","451","1689","17376","333","40.4"
"452","452","1712","17685","333","43.05"
"453","453","1730","17975","333","36.8"
"454","454","1757","18280","333","39.15"
"455","455","1780","18581","334","42.2"
"456","456","1801","18873","334","37.05"
"457","457","1821","19162","334","40.5"
"458","458","1836","19431","334","34.85"
"459","459","1855","19703","333","36.6"
"460","460","1880","19984","333","38.75"
"461","461","1898","20247","333","36.3"
"462","462","1915","20507","333","31.1"
"463","463","1932","20765","332","38.9"
"464","464","1940","20991","332","28.25"
"465","465","1962","21237","334","30.45"
"466","466","1976","21471","334","37.05"
"467","467","1989","21684","334","21.15"
"468","468","2000","21897","334","28.95"
"469","469","2012","22095","334","21.25"
"470","470","2022","22288","334","23.95"
"471","471","2023","22451","333","15.85"
"472","472","2040","22633","333","16.7"
"473","473","2047","22800","333","21.9"
"474","474","2044","22923","333","4"
"475","475","2058","23070","334","5.6"
"476","476","2062","23212","334","14.75"
"477","477","2056","23322","335","7.05"
"478","478","2067","23450","335","8.55"
"479","479","2069","23569","335","17.8"
"480","480","2059","23645","335","3.7"
"481","481","2058","23717","334","1.25"
"482","482","2055","23779","334","1.25"
"483","483","2063","23855","334","1.9"
"484","484","2059","23912","334","5.85"
"485","485","2043","23928","335","-7.25"
"486","486","2037","23935","335","-12.05"
"487","487","2040","23955","336","-13.55"
"488","488","2032","23963","336","-6.7"
"489","489","2023","23948","336","-19.65"
"490","490","2013","23922","336","-18.35"
"491","491","2001","23886","336","-24.85"
"492","492","1988","23844","336","-17.15"
"493","493","1974","23786","336","-27.6"
"494","494","1960","23728","336","-15.95"
"495","495","1945","23653","337","-26.05"
"496","496","1928","23572","337","-18.25"
"497","497","1898","23455","337","-24.6"
"498","498","1892","23366","337","-19.5"
"499","499","1872","23256","338","-13.35"
"500","500","1839","23097","338","-29.85"
"501","501","1830","22969","338","-24.55"
"502","502","1807","22826","338","-14.15"
"503","503","1772","22627","339","-33.3"
"504","504","1760","22459","339","-30.85"
"505","505","1735","22278","339","-17.9"
"506","506","1709","22065","339","-40.2"
"507","507","1682","21853","340","-27.95"
"508","508","1641","21589","340","-43.6"
"509","509","1626","21362","340","-39.6"
"510","510","1596","21122","340","-27.6"
"511","511","1552","20820","341","-50.15"
"512","512","1535","20557","341","-47.3"
"513","513","1504","20283","341","-33.8"
"514","514","1457","19947","341","-58.2"
"515","515","1438","19656","342","-52.05"
"516","516","1405","19352","342","-39.65"
"517","517","1355","18986","342","-63.85"
"518","518","1335","18668","342","-56.5"
"519","519","1299","18336","343","-44.8"
"520","520","1247","17943","343","-69.2"
"521","521","1211","17568","344","-63.4"
"522","522","1189","17227","344","-54.05"
"523","523","1151","16862","344","-50.4"
"524","524","1096","16441","344","-71.8"
"525","525","1073","16074","345","-61.8"
"526","526","1036","15702","345","-45.1"
"527","527","1010","15328","346","-66"
"528","528","1004","15029","346","-37.7"
"529","529","1019","14797","347","-33.3"
"530","530","1048","14651","347","-7.6"
"531","531","1087","14577","347","-7.15"
"532","532","1129","14588","347","21.85"
"533","533","1171","14663","347","30.95"
"534","534","1212","14776","347","47.05"
"535","535","1234","14861","348","25.25"
"536","536","1285","15034","348","37.4"
"537","537","1317","15197","347","43.7"
"538","538","1328","15305","347","9.55"
"539","539","1350","15445","347","17.1"
"540","540","1384","15612","347","16"
"541","541","1396","15752","347","15.4"
"542","542","1386","15814","347","-15.5"
"543","543","1385","15850","346","-33.7"
"544","544","1395","15905","346","-37.95"
"545","545","1382","15936","346","-25.7"
"546","546","1346","15881","346","-53.3"
"547","547","1335","15854","346","-46.2"
"548","548","1303","15786","346","-33.95"
"549","549","1264","15653","346","-60"
"550","550","1219","15486","346","-50.2"
"551","551","1167","15260","347","-70.55"
"552","552","1110","15009","347","-52.25"
"553","553","1049","14684","347","-75.3"
"554","554","981","14323","347","-66.3"
"555","555","910","13904","348","-80.85"
"556","556","834","13438","348","-74.7"
"557","557","755","12918","349","-90.15"
"558","558","673","12360","349","-80.2"
"559","559","573","11714","349","-99.65"
"560","560","502","11079","349","-97.85"
"561","561","414","10402","350","-85.7"
"562","562","310","9639","350","-110.35"
"563","563","239","8911","351","-100.8"
"564","564","151","8158","351","-82.7"
"565","565","49","7330","351","-106.45"
"566","566","-19","6551","351","-93.3"
"567","567","-96","5763","352","-76.5"
"568","568","-179","4931","352","-99"
"569","569","-216","4201","352","-79.15"
"570","570","-249","3528","352","-51.5"
"571","571","-278","2872","352","-65.35"
"572","572","-264","2358","352","-41.1"
"573","573","-264","1900","352","-16.5"
"574","574","-279","1439","352","-32.65"
"575","575","-264","1078","352","-19.65"
"576","576","-264","760","352","3.65"
"577","577","-281","419","352","-11.3"
"578","578","-269","133","352","-15.95"
"579","579","-274","-142","352","-7.5"
"580","580","-297","-458","352","-31"
"581","581","-305","-750","352","-34"
"582","582","-301","-996","352","-30.3"
"583","583","-314","-1254","352","-28.75"
"584","584","-327","-1519","352","-49.35"
"585","585","-342","-1764","352","-34.6"
"586","586","-358","-2016","352","-48.5"
"587","587","-374","-2251","351","-34"
"588","588","-391","-2487","351","-43.25"
"589","589","-392","-2674","351","-24.9"
"590","590","-424","-2909","351","-29.35"
"591","591","-441","-3141","351","-44"
"592","592","-442","-3321","351","-21.75"
"593","593","-474","-3561","351","-32.65"
"594","594","-490","-3798","351","-48.3"
"595","595","-507","-4009","351","-26.35"
"596","596","-522","-4231","351","-40.45"
"597","597","-538","-4443","351","-30.6"
"598","598","-570","-4690","351","-42.05"
"599","599","-569","-4875","350","-31.45"
"600","600","-584","-5056","350","-12.1"
"601","601","-615","-5290","350","-34.55"
"602","602","-629","-5494","350","-26.4"
"603","603","-627","-5650","350","-13.45"
"604","604","-641","-5820","350","-6.1"
"605","605","-669","-6035","350","-25.85"
"606","606","-682","-6231","350","-21.9"
"607","607","-679","-6380","349","-11.85"
"608","608","-690","-6541","349","-5.1"
"609","609","-716","-6749","349","-26.2"
"610","610","-711","-6901","349","-21.45"
"611","611","-722","-7054","349","-7.95"
"612","612","-747","-7258","349","-32.25"
"613","613","-755","-7435","349","-29.45"
"614","614","-748","-7565","349","-20.3"
"615","615","-755","-7707","349","-16.85"
"616","616","-762","-7856","349","-35"
"617","617","-768","-7987","349","-20.95"
"618","618","-790","-8157","349","-38.2"
"619","619","-778","-8261","348","-29.4"
"620","620","-782","-8364","348","-17.15"
"621","621","-801","-8512","348","-39.4"
"622","622","-787","-8585","348","-27.55"
"623","623","-790","-8657","348","-10.85"
"624","624","-806","-8778","348","-36.5"
"625","625","-791","-8823","348","-22.2"
"626","626","-790","-8860","348","-3.65"
"627","627","-805","-8941","347","-22"
"628","628","-787","-8958","347","-13.2"
"629","629","-784","-8962","347","6.75"
"630","630","-781","-8971","347","-4.45"
"631","631","-777","-8974","347","3.8"
"632","632","-771","-8973","347","-4.55"
"633","633","-766","-8963","347","6.5"
"634","634","-759","-8943","347","1.4"
"635","635","-752","-8917","347","11.75"
"636","636","-744","-8887","347","2.7"
"637","637","-735","-8851","347","11.4"
"638","638","-743","-8847","347","-0.55"
"639","639","-717","-8796","347","-1.8"
"640","640","-706","-8730","347","16.15"
"641","641","-711","-8701","347","2.5"
"642","642","-699","-8661","347","-2.8"
"643","643","-671","-8573","347","2.05"
"644","644","-658","-8477","347","16.8"
"645","645","-661","-8420","347","1.35"
"646","646","-631","-8314","347","0.85"
"647","647","-616","-8200","347","15.55"
"648","648","-618","-8120","347","1.55"
"649","649","-586","-7993","347","1.95"
"650","650","-571","-7858","347","16"
"651","651","-555","-7724","347","5.2"
"652","652","-538","-7580","347","15.1"
"653","653","-522","-7438","347","3.8"
"654","654","-504","-7285","347","14.5"
"655","655","-487","-7132","347","4.4"
"656","656","-470","-6971","347","15"
"657","657","-452","-6809","347","4.65"
"658","658","-435","-6637","347","16.2"
"659","659","-433","-6502","347","2.55"
"660","660","-416","-6350","347","3.6"
"661","661","-381","-6146","347","13.7"
"662","662","-365","-5947","347","26.75"
"663","663","-365","-5803","347","3.85"
"664","664","-350","-5646","347","4.45"
"665","665","-336","-5477","347","12.1"
"666","666","-308","-5276","347","15.6"
"667","667","-297","-5096","347","23.3"
"668","668","-306","-4983","347","-2.25"
"669","669","-284","-4832","347","-2.2"
"670","670","-281","-4689","347","12.65"
"671","671","-147","-4281","347","22.5"
"672","672","0","-3648","347","130.65"
"673","673","0","-3283","347","46.85"
"674","674","0","-2976","347","12.25"
"675","675","0","-2656","347","40.85"
"676","676","-2","-2376","347","43.55"
"677","677","-5","-2139","347","36.1"
"678","678","-11","-1932","347","36.3"
"679","679","-20","-1763","347","33.75"
"680","680","-30","-1627","347","31"
"681","681","-44","-1536","347","22.1"
"682","682","-59","-1479","347","15.65"
"683","683","-77","-1460","347","8.1"
"684","684","-96","-1478","347","-1.25"
"685","685","-118","-1538","347","-14.35"
"686","686","-142","-1638","347","-29.9"
"687","687","-167","-1765","347","-39"
"688","688","-195","-1911","347","-42.55"
"689","689","-224","-2076","347","-45.35"
"690","690","-254","-2272","347","-54.95"
"691","691","-286","-2478","347","-58.2"
"692","692","-319","-2698","347","-56"
"693","693","-354","-2947","346","-66.3"
"694","694","-389","-3212","346","-69.55"
"695","695","-425","-3496","346","-74.65"
"696","696","-462","-3797","346","-81.05"
"697","697","-499","-4111","346","-84.15"
"698","698","-537","-4435","346","-86.25"
"699","699","-575","-4766","346","-87.55"
"700","700","-613","-5104","346","-86.5"
"701","701","-651","-5450","345","-87.4"
"702","702","-689","-5798","345","-86.75"
"703","703","-726","-6144","345","-82.55"
"704","704","-764","-6498","345","-80.95"
"705","705","-801","-6859","344","-82.85"
"706","706","-838","-7218","344","-79.85"
"707","707","-875","-7574","343","-73.15"
"708","708","-912","-7939","343","-73.7"
"709","709","-948","-8299","343","-68.85"
"710","710","-983","-8653","343","-61.15"
"711","711","-1019","-9015","342","-61.2"
"712","712","-1054","-9377","342","-57.95"
"713","713","-1088","-9743","341","-57.1"
"714","714","-1123","-10110","341","-54.9"
"715","715","-1157","-10483","340","-55.3"
"716","716","-1190","-10855","340","-54.8"
"717","717","-1223","-11230","340","-53.5"
"718","718","-1255","-11607","340","-54.75"
"719","719","-1287","-11986","339","-56.05"
